# Mean DMX value = -2.520454e-05 
# Uncertainty in average DM = 1.49296e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57682.9000 -1.3352245e-03 3.916e-04 57682.8500 57682.9500 DMX_0001 
57712.3101 -9.3787256e-04 3.943e-04 57711.7490 57712.8712 DMX_0002 
57744.7305 +1.2261781e-03 7.502e-04 57744.6805 57744.7805 DMX_0003 
57745.7194 -5.1022571e-06 3.235e-04 57745.6694 57745.7694 DMX_0004 
57893.8760 +6.4206611e-06 3.742e-04 57893.3210 57894.4309 DMX_0005 
57921.8040 +3.1032633e-04 3.503e-04 57921.2509 57922.3572 DMX_0006 
57948.7355 +8.6062051e-04 3.241e-04 57948.1778 57949.2933 DMX_0007 
57978.1676 -2.7410374e-04 3.348e-04 57977.1052 57979.2300 DMX_0008 
58015.4259 +1.0355665e-04 3.659e-04 58014.8672 58015.9846 DMX_0009 
58047.3217 -7.6353285e-04 2.941e-04 58046.7922 58047.8513 DMX_0010 
58059.8273 -1.3958655e-03 4.889e-04 58059.7717 58059.8828 DMX_0011 
58094.6710 -8.4831891e-04 4.547e-04 58094.6158 58094.7262 DMX_0012 
58096.7734 -5.2088701e-04 2.347e-04 58096.7182 58096.8287 DMX_0013 
58134.2358 -1.1234147e-03 2.013e-04 58133.6951 58134.7766 DMX_0014 
58142.0351 -1.6689428e-03 1.978e-04 58141.4937 58142.5765 DMX_0015 
58161.1709 -1.0799830e-03 3.088e-04 58160.6203 58161.7216 DMX_0016 
58188.0957 -1.3730220e-03 3.487e-04 58187.5426 58188.6488 DMX_0017 
58217.0163 -1.8161890e-04 4.688e-04 58216.4587 58217.5740 DMX_0018 
58243.9305 -2.1152726e-03 4.392e-04 58243.3685 58244.4925 DMX_0019 
58270.6939 -9.9198542e-04 3.229e-04 58270.1569 58271.2310 DMX_0020 
58301.2859 -4.1743038e-05 9.443e-04 58301.2359 58301.3359 DMX_0021 
58335.6443 -1.4381915e-03 3.365e-04 58335.0926 58336.1960 DMX_0022 
58365.5851 -1.4798575e-03 3.685e-04 58365.0518 58366.1184 DMX_0023 
58397.4944 -1.7114245e-03 2.931e-04 58396.9447 58398.0441 DMX_0024 
58425.4163 -1.5904765e-03 2.174e-04 58424.8730 58425.9595 DMX_0025 
58460.8182 -1.6041583e-03 5.162e-04 58460.7682 58460.8682 DMX_0026 
58461.8169 -1.4698631e-03 2.865e-04 58461.7669 58461.8669 DMX_0027 
58490.2571 -9.3528414e-04 3.053e-04 58489.7336 58490.7805 DMX_0028 
58517.6659 -2.1332929e-03 5.771e-04 58517.6159 58517.7159 DMX_0029 
58548.0860 -8.8029912e-04 4.006e-04 58547.5635 58548.6085 DMX_0030 
58581.9860 +1.6716911e-04 3.787e-04 58580.4380 58583.5339 DMX_0031 
58608.9121 +1.1506818e-03 3.309e-04 58608.3593 58609.4649 DMX_0032 
58635.8595 +4.5135654e-04 4.557e-04 58635.3279 58636.3910 DMX_0033 
58671.7423 +5.5032432e-04 3.572e-04 58671.1921 58672.2925 DMX_0034 
58699.6665 +1.7907033e-03 3.380e-04 58699.1125 58700.2205 DMX_0035 
58729.5770 +1.2107672e-03 3.445e-04 58729.0285 58730.1255 DMX_0036 
58759.5032 +7.4112948e-04 4.551e-04 58758.9523 58760.0542 DMX_0037 
58787.4263 +1.8153631e-03 3.872e-04 58786.8776 58787.9750 DMX_0038 
58826.8273 +2.4790718e-03 2.655e-04 58826.7773 58826.8773 DMX_0039 
58827.8270 +3.2220475e-03 6.294e-04 58827.7770 58827.8770 DMX_0040 
58848.7631 +1.6188022e-03 7.559e-04 58848.7131 58848.8131 DMX_0041 
58849.7643 +2.4246384e-03 3.584e-04 58849.7143 58849.8143 DMX_0042 
58882.2026 +9.3126301e-04 4.252e-04 58881.6533 58882.7518 DMX_0043 
58911.0903 +3.6934895e-03 4.647e-04 58910.5420 58911.6385 DMX_0044 
58945.0092 +3.1458281e-03 4.320e-04 58944.4519 58945.5665 DMX_0045 
