# Mean DMX value = -2.596291e-04 
# Uncertainty in average DM = 2.30274e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55977.0509 +1.2446491e-02 2.844e-04 55976.5007 55977.6011 DMX_0001 
56002.9930 +1.2500857e-02 2.533e-04 56002.4670 56003.5189 DMX_0002 
56034.8807 +1.3338239e-02 2.559e-04 56034.3275 56035.4338 DMX_0003 
56067.3073 +1.2224698e-02 2.559e-04 56066.2403 56068.3744 DMX_0004 
56094.7267 +1.1274938e-02 2.484e-04 56094.1753 56095.2780 DMX_0005 
56130.1340 +1.1467885e-02 2.670e-04 56130.0840 56130.1840 DMX_0006 
56138.1315 +1.0548770e-02 7.950e-04 56138.0815 56138.1815 DMX_0007 
56151.5289 +1.2006400e-02 2.757e-04 56150.9784 56152.0794 DMX_0008 
56173.9774 +9.1805452e-03 2.446e-04 56172.9256 56175.0292 DMX_0009 
56194.4222 +1.0631523e-02 2.590e-04 56193.8662 56194.9781 DMX_0010 
56213.8721 +1.0227168e-02 2.411e-04 56213.8144 56213.9299 DMX_0011 
56235.3479 +8.7162812e-03 2.716e-04 56234.8462 56235.8496 DMX_0012 
56250.7777 +9.7975725e-03 7.455e-04 56250.7277 56250.8277 DMX_0013 
56270.2037 +7.0403456e-03 2.302e-04 56269.6218 56270.7857 DMX_0014 
56288.6568 +7.6871129e-03 7.655e-04 56288.6068 56288.7068 DMX_0015 
56311.0888 +7.5890644e-03 2.449e-04 56310.5025 56311.6751 DMX_0016 
56332.5709 +6.8458714e-03 6.716e-04 56332.5209 56332.6209 DMX_0017 
56353.4824 +6.8585263e-03 2.179e-04 56352.4390 56354.5259 DMX_0018 
56367.9470 +4.8255541e-03 2.009e-04 56367.3989 56368.4951 DMX_0019 
56389.3827 +4.5531686e-03 2.018e-04 56387.3747 56391.3907 DMX_0020 
56408.8533 +5.0215638e-03 2.146e-04 56407.2355 56410.4710 DMX_0021 
56431.8365 +4.3669367e-03 2.154e-04 56431.2526 56432.4204 DMX_0022 
56451.3078 +4.2231589e-03 6.717e-04 56451.2578 56451.3578 DMX_0023 
56471.6377 +3.0536716e-03 2.077e-04 56471.1122 56472.1631 DMX_0024 
56492.6968 +2.5696772e-03 2.069e-04 56492.1718 56493.2218 DMX_0025 
56522.5800 +3.5156963e-03 1.913e-04 56522.0163 56523.1438 DMX_0026 
56549.9670 +4.0062428e-03 1.800e-04 56548.8859 56551.0482 DMX_0027 
56585.3684 +2.4376021e-03 1.961e-04 56584.8072 56585.9297 DMX_0028 
56606.8527 +2.4788932e-03 6.460e-04 56606.8027 56606.9027 DMX_0029 
56614.8142 +1.1405774e-03 1.874e-04 56614.7590 56614.8694 DMX_0030 
56642.6897 +1.4602372e-03 2.035e-04 56641.6198 56643.7596 DMX_0031 
56676.1394 +1.0067728e-03 2.217e-04 56675.5853 56676.6935 DMX_0032 
56705.5776 +1.2768211e-03 2.198e-04 56703.5024 56707.6528 DMX_0033 
56734.9535 +1.7990745e-03 2.662e-04 56733.4621 56736.4448 DMX_0034 
56762.9059 +3.3241097e-03 2.550e-04 56762.3131 56763.4987 DMX_0035 
56791.3244 +2.2650835e-03 2.284e-04 56790.3003 56792.3485 DMX_0036 
56828.7498 +5.1100793e-03 2.626e-04 56828.2038 56829.2959 DMX_0037 
56850.6413 +6.9663702e-03 2.873e-04 56850.0885 56851.1940 DMX_0038 
56886.0280 +6.3650392e-03 2.875e-04 56885.9780 56886.0780 DMX_0039 
56894.0439 +7.2203170e-03 2.861e-04 56893.9939 56894.0939 DMX_0040 
56922.4660 +6.3945986e-03 2.691e-04 56921.8714 56923.0606 DMX_0041 
56947.3771 +6.2292558e-03 2.641e-04 56945.8592 56948.8950 DMX_0042 
56978.3139 +7.2826472e-03 2.889e-04 56977.7891 56978.8388 DMX_0043 
57012.1777 +7.4093976e-03 2.768e-04 57011.6118 57012.7435 DMX_0044 
57041.1677 +6.2693448e-03 2.750e-04 57040.6141 57041.7213 DMX_0045 
57079.5099 +3.7952208e-03 2.585e-04 57078.4670 57080.5528 DMX_0046 
57101.9541 +3.4381127e-03 2.484e-04 57101.3740 57102.5343 DMX_0047 
57131.8518 +2.0532984e-03 2.455e-04 57131.3005 57132.4032 DMX_0048 
57161.7794 +2.6650702e-03 2.650e-04 57161.2333 57162.3256 DMX_0049 
57193.2197 +1.4016765e-03 2.656e-04 57192.1914 57194.2479 DMX_0050 
57229.0798 +7.3418326e-04 8.374e-04 57229.0298 57229.1298 DMX_0051 
57258.0481 +2.1218867e-03 8.591e-04 57257.9981 57258.0981 DMX_0052 
57286.9946 +1.2331052e-03 2.627e-04 57284.9471 57289.0422 DMX_0053 
57316.3937 +6.2196200e-04 2.502e-04 57315.8423 57316.9450 DMX_0054 
57345.8784 +4.0412599e-04 2.669e-04 57344.8301 57346.9267 DMX_0055 
57376.2532 -3.3078795e-04 2.692e-04 57375.6656 57376.8408 DMX_0056 
57406.1760 -1.5110835e-03 2.528e-04 57405.6154 57406.7365 DMX_0057 
57439.0877 -2.2762502e-03 2.708e-04 57438.5827 57439.5927 DMX_0058 
57468.4970 -2.0017743e-03 7.858e-04 57468.4470 57468.5470 DMX_0059 
57495.8642 -1.0443935e-03 2.382e-04 57495.3156 57496.4128 DMX_0060 
57521.8861 -1.4367246e-03 2.321e-04 57521.3270 57522.4453 DMX_0061 
57563.7247 -2.9238734e-03 2.211e-04 57563.1700 57564.2794 DMX_0062 
57586.1657 -3.7656111e-03 2.136e-04 57586.0639 57586.2675 DMX_0063 
57621.6107 -4.8709578e-03 1.905e-04 57621.0453 57622.1762 DMX_0064 
57650.4966 -4.5342643e-03 2.039e-04 57649.9449 57651.0484 DMX_0065 
57680.3754 -5.1690123e-04 2.132e-04 57679.8188 57680.9320 DMX_0066 
57709.3514 -5.0017362e-03 1.987e-04 57708.7693 57709.9335 DMX_0067 
