# Mean DMX value = -4.774892e-05 
# Uncertainty in average DM = 2.66276e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56640.3989 +3.7107095e-04 3.724e-04 56640.3489 56640.4489 DMX_0001 
56675.9543 +2.8517640e-05 2.221e-04 56675.4040 56676.5046 DMX_0002 
56707.8745 -6.8541944e-05 2.661e-04 56706.3345 56709.4144 DMX_0003 
56735.7910 -1.4707351e-04 3.262e-04 56735.2339 56736.3480 DMX_0004 
56762.7365 -5.2677179e-04 2.582e-04 56762.1362 56763.3368 DMX_0005 
56790.1802 +9.4267010e-05 3.985e-04 56790.1302 56790.2302 DMX_0006 
56828.5810 -4.2125348e-04 2.724e-04 56828.0296 56829.1325 DMX_0007 
56850.4767 -1.5746100e-04 3.108e-04 56849.9207 56851.0327 DMX_0008 
56885.8659 -4.8222815e-04 2.582e-04 56885.8159 56885.9159 DMX_0009 
56893.8876 -3.0374528e-04 2.440e-04 56893.8376 56893.9376 DMX_0010 
56922.3096 -1.3858119e-04 2.416e-04 56921.7062 56922.9130 DMX_0011 
56947.2075 -3.0741044e-04 2.250e-04 56945.6923 56948.7227 DMX_0012 
56977.6748 +6.3056083e-05 2.113e-04 56977.6248 56977.7248 DMX_0013 
57012.0104 +2.4235130e-05 2.102e-04 57011.4412 57012.5796 DMX_0014 
57040.0234 -2.1078870e-04 1.671e-04 57038.4804 57041.5664 DMX_0015 
57079.3393 +1.0466849e-04 2.050e-04 57078.2992 57080.3794 DMX_0016 
57101.7904 -9.3030658e-05 2.164e-04 57101.2108 57102.3699 DMX_0017 
57131.6862 -1.0036250e-05 2.036e-04 57131.1380 57132.2344 DMX_0018 
57161.6086 -3.3273084e-05 2.641e-04 57161.0585 57162.1588 DMX_0019 
57194.5432 +4.1577096e-05 2.521e-04 57193.9884 57195.0979 DMX_0020 
57228.9163 -7.3669036e-04 7.481e-04 57228.8663 57228.9663 DMX_0021 
57248.7696 +3.1904453e-04 3.299e-04 57248.7144 57248.8248 DMX_0022 
57272.3655 -1.7252375e-04 2.393e-04 57272.3102 57272.4208 DMX_0023 
57335.0272 -7.1069771e-04 2.307e-04 57334.4784 57335.5759 DMX_0024 
57365.0296 -1.0700064e-03 2.935e-04 57364.5271 57365.5322 DMX_0025 
57394.8128 -1.3750604e-04 2.513e-04 57394.2138 57395.4118 DMX_0026 
57431.9304 -2.8811946e-04 1.990e-04 57431.3598 57432.5011 DMX_0027 
57457.9558 +3.2659267e-05 1.728e-04 57457.7766 57458.1350 DMX_0028 
57489.5093 -6.1132867e-04 1.423e-04 57488.7162 57490.3023 DMX_0029 
57522.5265 -8.7237925e-04 1.501e-04 57521.9679 57523.0851 DMX_0030 
57551.3941 -1.0644533e-03 1.934e-04 57550.8180 57551.9702 DMX_0031 
57579.2121 -3.9293009e-04 2.063e-04 57578.4547 57579.9694 DMX_0032 
57614.3135 -2.9830314e-04 1.957e-04 57613.7337 57614.8933 DMX_0033 
57644.9097 -1.3851735e-04 1.488e-04 57644.3620 57645.4575 DMX_0034 
57672.7479 -4.2711860e-04 2.738e-04 57672.1941 57673.3017 DMX_0035 
57701.7317 -7.4177518e-06 1.623e-04 57701.1809 57702.2825 DMX_0036 
57729.9323 -1.4814981e-04 1.421e-04 57729.3920 57730.4727 DMX_0037 
57764.8482 -2.3031040e-04 1.490e-04 57764.4042 57765.2922 DMX_0038 
57795.0499 -4.1752603e-04 1.607e-04 57794.8719 57795.2278 DMX_0039 
57830.0328 -2.8777939e-04 1.947e-04 57829.9267 57830.1389 DMX_0040 
57857.0189 -7.3484569e-04 2.081e-04 57856.9028 57857.1350 DMX_0041 
57886.9352 -2.6249617e-04 1.397e-04 57886.6922 57887.1783 DMX_0042 
57914.3953 -4.6191026e-04 1.500e-04 57913.9247 57914.8660 DMX_0043 
