# Mean DMX value = -1.299478e-04 
# Uncertainty in average DM = 6.19922e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57713.8220 -1.6112895e-03 2.054e-04 57713.2636 57714.3804 DMX_0001 
57744.7403 -1.7766386e-03 1.862e-04 57744.1934 57745.2872 DMX_0002 
57893.3338 -2.1270467e-03 2.616e-04 57892.7778 57893.8899 DMX_0003 
57922.2596 -1.5923881e-03 1.959e-04 57921.7009 57922.8182 DMX_0004 
57949.1890 -1.1644743e-03 1.786e-04 57948.6368 57949.7412 DMX_0005 
57977.5968 -1.1983045e-03 1.727e-04 57976.5381 57978.6554 DMX_0006 
58012.0096 -1.5957967e-03 1.647e-04 58011.4556 58012.5636 DMX_0007 
58035.9367 -1.6449364e-03 3.987e-04 58035.3874 58036.4861 DMX_0008 
58061.9285 -1.2701379e-03 1.832e-04 58061.3743 58062.4827 DMX_0009 
58102.2966 -8.7101475e-04 1.560e-04 58101.2779 58103.3152 DMX_0010 
58135.7126 -2.1719685e-03 1.911e-04 58135.1359 58136.2893 DMX_0011 
58160.6217 -1.5907238e-03 1.570e-04 58160.0644 58161.1790 DMX_0012 
58187.5473 -1.7806119e-03 1.601e-04 58186.9929 58188.1016 DMX_0013 
58216.4692 -9.3279713e-04 2.865e-04 58215.9197 58217.0187 DMX_0014 
58240.9312 -1.7161660e-03 2.549e-04 58240.8752 58240.9873 DMX_0015 
58272.3161 -1.3292078e-03 1.633e-04 58271.7595 58272.8728 DMX_0016 
58301.2332 -1.0367114e-03 1.679e-04 58300.6777 58301.7886 DMX_0017 
58335.0916 -9.3781153e-04 2.344e-04 58334.5255 58335.6577 DMX_0018 
58364.9881 -9.6388476e-04 1.661e-04 58364.4424 58365.5338 DMX_0019 
58396.9104 -6.8150559e-04 1.932e-04 58396.3559 58397.4649 DMX_0020 
58424.8285 -5.2428745e-04 1.665e-04 58424.2889 58425.3680 DMX_0021 
58459.7346 +2.2546630e-06 1.737e-04 58459.1792 58460.2899 DMX_0022 
58489.6515 +5.0945236e-04 1.713e-04 58489.0979 58490.2051 DMX_0023 
58517.5991 +4.2650004e-05 1.818e-04 58517.0565 58518.1417 DMX_0024 
58544.5076 +5.4929103e-04 1.748e-04 58543.9489 58545.0663 DMX_0025 
58581.4070 +7.3587132e-04 1.544e-04 58579.8578 58582.9561 DMX_0026 
58605.8202 +1.0460232e-03 7.422e-04 58605.7646 58605.8758 DMX_0027 
58636.2531 +7.7672932e-04 1.731e-04 58635.6970 58636.8092 DMX_0028 
58671.1600 +8.7513300e-04 1.703e-04 58670.6046 58671.7154 DMX_0029 
58699.0772 +1.2233194e-03 1.734e-04 58698.5208 58699.6336 DMX_0030 
58728.9928 +1.2206498e-03 1.809e-04 58728.4369 58729.5487 DMX_0031 
58762.3882 +1.5904024e-03 2.296e-04 58762.3321 58762.4442 DMX_0032 
58787.8564 +1.3296944e-03 2.676e-04 58787.3004 58788.4123 DMX_0033 
58819.7581 +2.5604815e-03 2.133e-04 58819.2275 58820.2888 DMX_0034 
58849.1599 +4.7196301e-03 2.526e-04 58849.1039 58849.2160 DMX_0035 
58879.5771 +4.1609942e-03 2.772e-04 58879.0223 58880.1320 DMX_0036 
58907.5066 +3.6626012e-03 1.885e-04 58906.9648 58908.0483 DMX_0037 
58942.4262 +3.5125254e-03 1.950e-04 58941.8868 58942.9655 DMX_0038 
