# Mean DMX value = +1.931002e-05 
# Uncertainty in average DM = 7.32786e-05 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55704.0434 +1.5913968e-04 1.084e-04 55703.9934 55704.0934 DMX_0001 
55827.6840 +4.3531492e-05 4.119e-05 55826.6367 55828.7313 DMX_0002 
55865.0818 +1.6709071e-04 9.306e-05 55864.5331 55865.6305 DMX_0003 
55893.0051 +4.9655951e-05 6.059e-05 55892.4563 55893.5538 DMX_0004 
55918.9344 +8.2894706e-06 3.594e-05 55918.3860 55919.4829 DMX_0005 
55948.8523 -1.4453768e-04 8.831e-05 55948.3037 55949.4008 DMX_0006 
55972.2042 -7.7171151e-05 4.152e-05 55972.0790 55972.3293 DMX_0007 
56002.0543 +2.6297728e-05 4.399e-05 56000.0467 56004.0619 DMX_0008 
56034.5173 -6.1165388e-05 5.853e-05 56033.9653 56035.0693 DMX_0009 
56065.3581 +6.4032480e-05 9.105e-05 56064.8286 56065.8875 DMX_0010 
56101.7506 +7.4501377e-05 2.570e-05 56100.7067 56102.7945 DMX_0011 
56130.6761 +1.0501665e-04 6.534e-04 56130.6261 56130.7261 DMX_0012 
56150.5973 +6.7400630e-06 3.598e-05 56149.5374 56151.6571 DMX_0013 
56171.5365 -1.3349910e-04 5.284e-05 56170.4540 56172.6189 DMX_0014 
56192.4864 -4.2934253e-05 3.687e-05 56192.3619 56192.6110 DMX_0015 
56208.9706 +2.7192108e-05 4.086e-05 56208.4473 56209.4939 DMX_0016 
56229.3160 -4.0758553e-05 2.264e-04 56229.2660 56229.3660 DMX_0017 
56252.3080 -2.7051301e-05 8.661e-05 56252.2580 56252.3580 DMX_0018 
56267.2515 +5.2211329e-05 3.526e-05 56266.1935 56268.3094 DMX_0019 
56288.2464 +8.9787975e-06 8.892e-05 56288.1207 56288.3721 DMX_0020 
56312.1678 +6.1797680e-05 5.946e-05 56312.0395 56312.2962 DMX_0021 
56331.6307 +5.6371496e-05 3.183e-05 56331.1126 56332.1488 DMX_0022 
56349.0090 +7.3223412e-05 4.914e-05 56346.9500 56351.0681 DMX_0023 
56367.9081 +1.2580975e-04 7.265e-05 56367.8581 56367.9581 DMX_0024 
56386.9644 +1.9660300e-04 1.226e-04 56386.8386 56387.0902 DMX_0025 
56410.9324 +3.8202268e-05 3.858e-05 56410.8824 56410.9824 DMX_0026 
56432.3342 +1.1670136e-04 3.943e-05 56431.8187 56432.8497 DMX_0027 
56452.3068 +1.8227701e-04 2.973e-05 56451.7261 56452.8875 DMX_0028 
56472.7034 +1.3084418e-04 5.077e-04 56472.6534 56472.7534 DMX_0029 
56493.5984 +1.7062075e-04 2.914e-05 56492.5699 56494.6269 DMX_0030 
56521.6132 +2.2131704e-04 6.527e-05 56520.5576 56522.6688 DMX_0031 
56551.0122 +1.3436570e-04 7.839e-05 56550.4546 56551.5697 DMX_0032 
56585.8964 +3.2191054e-05 5.243e-05 56585.3317 56586.4612 DMX_0033 
56613.8419 +7.0856422e-05 5.056e-05 56613.3278 56614.3559 DMX_0034 
56639.2504 +9.5167863e-05 3.006e-05 56637.2152 56641.2855 DMX_0035 
56674.1709 +1.3500507e-04 5.238e-05 56671.1728 56677.1691 DMX_0036 
56704.5559 +2.8523654e-05 4.405e-05 56702.9845 56706.1274 DMX_0037 
56727.9505 +2.3815673e-05 1.166e-04 56726.7841 56729.1168 DMX_0038 
56736.9459 +2.0922018e-04 1.665e-04 56736.8698 56737.0219 DMX_0039 
56763.8946 +1.6133501e-04 5.398e-05 56763.8391 56763.9500 DMX_0040 
56793.3635 +2.2843005e-05 1.009e-04 56791.8218 56794.9052 DMX_0041 
56826.7404 +1.4545580e-04 6.062e-05 56823.7073 56829.7734 DMX_0042 
56849.7085 +1.3076724e-03 5.875e-04 56849.6537 56849.7632 DMX_0043 
56885.6585 +1.9476743e-04 1.142e-04 56885.6033 56885.7137 DMX_0044 
56893.5462 +1.2764242e-04 2.992e-05 56893.4962 56893.5962 DMX_0045 
56921.0522 +3.3552857e-05 1.778e-04 56920.4873 56921.6172 DMX_0046 
56943.4490 -8.9090353e-05 5.729e-05 56943.3938 56943.5043 DMX_0047 
56978.8073 +8.5588969e-06 3.492e-05 56978.2355 56979.3792 DMX_0048 
57013.3044 +6.0511258e-07 9.780e-05 57013.2492 57013.3595 DMX_0049 
57036.8515 -5.5885707e-05 2.835e-05 57035.2039 57038.4991 DMX_0050 
