# Mean DMX value = -1.086169e-03 
# Uncertainty in average DM = 2.04111e-05 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55135.8125 +4.4054330e-03 3.020e-04 55135.7540 55135.8711 DMX_0001 
55500.8093 +3.4426575e-03 3.123e-04 55500.7496 55500.8689 DMX_0002 
55638.4269 +2.4072416e-03 2.841e-04 55638.3618 55638.4919 DMX_0003 
55732.1692 +2.6167440e-03 3.398e-04 55732.1039 55732.2346 DMX_0004 
55790.0102 +3.4973945e-03 4.494e-04 55789.9500 55790.0705 DMX_0005 
55849.8497 +3.1115291e-03 2.170e-04 55849.7860 55849.9135 DMX_0006 
55876.7883 +2.8606553e-03 2.377e-04 55876.7252 55876.8515 DMX_0007 
55935.6214 +2.5786162e-03 2.324e-04 55935.5577 55935.6851 DMX_0008 
56018.4103 +2.4750696e-03 1.289e-04 56018.3440 56018.4766 DMX_0009 
56058.2743 +2.3878638e-03 1.345e-04 56058.2209 56058.3276 DMX_0010 
56107.1517 +2.4906381e-03 2.148e-04 56107.0890 56107.2144 DMX_0011 
56137.0618 +2.6018303e-03 3.141e-04 56137.0093 56137.1144 DMX_0012 
56167.9899 +2.8054142e-03 2.072e-04 56167.9250 56168.0548 DMX_0013 
56208.8600 +2.5743382e-03 1.949e-04 56208.8065 56208.9134 DMX_0014 
56249.7638 +2.8084397e-03 1.241e-04 56249.7103 56249.8174 DMX_0015 
56255.7489 +2.6248038e-03 1.477e-04 56255.6853 56255.8125 DMX_0016 
56290.6326 +2.1317165e-03 1.384e-04 56290.5672 56290.6980 DMX_0017 
56304.6051 +2.1922238e-03 1.033e-04 56304.5418 56304.6684 DMX_0018 
56326.5440 +1.9607141e-03 1.734e-04 56326.4839 56326.6040 DMX_0019 
56346.4990 +1.9863835e-03 1.180e-04 56346.4366 56346.5615 DMX_0020 
56367.4446 +1.9007363e-03 3.250e-04 56367.3866 56367.5027 DMX_0021 
56384.3911 +1.9502729e-03 2.196e-04 56384.3276 56384.4546 DMX_0022 
56407.3225 +1.8995154e-03 2.676e-04 56407.2697 56407.3752 DMX_0023 
56426.2721 +1.8842261e-03 2.131e-04 56426.2181 56426.3260 DMX_0024 
56467.1680 +1.9419909e-03 1.657e-04 56467.1020 56467.2340 DMX_0025 
56530.9824 +1.9946286e-03 1.968e-04 56530.9207 56531.0441 DMX_0026 
56548.9367 +1.8639296e-03 9.386e-05 56548.8746 56548.9988 DMX_0027 
56569.8678 +1.4391024e-03 1.469e-04 56569.8061 56569.9296 DMX_0028 
56591.8151 +1.6061887e-03 1.699e-04 56591.7528 56591.8773 DMX_0029 
56609.7829 +1.3946571e-03 3.788e-04 56609.7295 56609.8364 DMX_0030 
56627.7163 +1.1839811e-03 1.705e-04 56627.6626 56627.7699 DMX_0031 
56647.6604 +9.4161170e-04 1.523e-04 56647.6068 56647.7140 DMX_0032 
56668.6044 +1.0307359e-03 1.207e-04 56668.5348 56668.6740 DMX_0033 
