# Mean DMX value = -5.690351e-05 
# Uncertainty in average DM = 2.81151e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
54401.1582 +4.2712815e-04 1.409e-04 54400.5102 54401.8063 DMX_0001 
54429.1267 +2.6857652e-04 1.088e-04 54428.4635 54429.7898 DMX_0002 
54464.0180 +2.5545545e-04 1.124e-04 54462.3715 54465.6645 DMX_0003 
54527.8365 +4.7815985e-04 1.081e-04 54526.1907 54529.4823 DMX_0004 
54552.3157 +2.2089811e-04 1.137e-04 54551.2225 54553.4089 DMX_0005 
54578.6969 +4.3267646e-04 1.284e-04 54576.0415 54581.3523 DMX_0006 
54641.5244 +2.4263651e-05 1.228e-04 54640.8773 54642.1714 DMX_0007 
54673.4355 -8.3071191e-05 1.227e-04 54672.7869 54674.0842 DMX_0008 
54709.3372 -6.7045439e-04 1.121e-04 54707.6913 54710.9832 DMX_0009 
54729.2986 -6.1659160e-04 9.582e-05 54724.7769 54733.8203 DMX_0010 
54852.9443 -1.2341648e-03 1.418e-04 54850.3010 54855.5875 DMX_0011 
54883.8599 -1.3459425e-03 1.255e-04 54882.2140 54885.5058 DMX_0012 
54914.7749 -1.1912831e-03 1.370e-04 54913.1291 54916.4207 DMX_0013 
54945.1416 -1.5343344e-03 9.334e-05 54942.0498 54948.2334 DMX_0014 
54975.6083 -1.4363519e-03 1.216e-04 54972.9651 54978.2515 DMX_0015 
55004.5292 -1.4931841e-03 1.209e-04 55003.8806 55005.1778 DMX_0016 
55030.4582 -1.3907458e-03 1.256e-04 55029.8097 55031.1068 DMX_0017 
55069.3517 -1.6728033e-03 1.126e-04 55065.7112 55072.9922 DMX_0018 
55097.7896 -1.7859371e-03 1.023e-04 55094.6476 55100.9317 DMX_0019 
55120.7270 -1.6364176e-03 1.021e-04 55118.5825 55122.8715 DMX_0020 
55215.4709 -1.9994773e-03 8.480e-05 55214.3268 55216.6149 DMX_0021 
55244.3869 -1.8923853e-03 8.599e-05 55243.2409 55245.5330 DMX_0022 
55276.8000 -1.3936355e-03 5.641e-05 55275.2485 55278.3516 DMX_0023 
55307.2166 -1.5282900e-03 5.823e-05 55307.1611 55307.2721 DMX_0024 
55338.6309 -1.4502488e-03 5.543e-05 55337.0795 55340.1823 DMX_0025 
55363.0841 -1.4791655e-03 5.007e-05 55361.0132 55365.1551 DMX_0026 
55393.0333 -1.2170891e-03 5.116e-05 55389.9922 55396.0743 DMX_0027 
55430.4251 -1.4267700e-03 5.313e-05 55429.8710 55430.9791 DMX_0028 
55462.8362 -1.4531135e-03 4.854e-05 55461.7836 55463.8889 DMX_0029 
55493.2077 -1.4837744e-03 5.023e-05 55492.6535 55493.7619 DMX_0030 
55520.6324 -1.5722699e-03 1.235e-04 55520.5773 55520.6875 DMX_0031 
55521.6299 -1.1432212e-03 5.177e-05 55521.5743 55521.6854 DMX_0032 
55543.6147 -1.8171510e-03 1.395e-04 55543.5596 55543.6697 DMX_0033 
55579.0181 -1.3708688e-03 6.065e-05 55578.4643 55579.5720 DMX_0034 
55616.8694 -1.7944465e-03 5.496e-05 55616.3151 55617.4238 DMX_0035 
55640.3502 -1.7580985e-03 5.257e-05 55639.2978 55641.4026 DMX_0036 
55674.2566 -1.6307408e-03 5.211e-05 55674.2010 55674.3121 DMX_0037 
55702.1800 -1.9111988e-03 5.385e-05 55700.1297 55704.2303 DMX_0038 
55731.5994 -1.8854550e-03 5.362e-05 55731.0450 55732.1537 DMX_0039 
55765.9606 -1.8554438e-03 5.469e-05 55765.9053 55766.0159 DMX_0040 
55773.9391 -1.7308963e-03 1.181e-04 55773.8841 55773.9941 DMX_0041 
55800.3665 -1.8598374e-03 5.735e-05 55799.8125 55800.9204 DMX_0042 
55827.7971 -1.8771273e-03 6.453e-05 55826.7499 55828.8443 DMX_0043 
55864.1971 -1.5552992e-03 6.805e-05 55863.6490 55864.7451 DMX_0044 
55893.1173 -1.1655780e-03 7.110e-05 55892.5686 55893.6660 DMX_0045 
55919.0467 -1.7632366e-03 6.339e-05 55918.4984 55919.5950 DMX_0046 
55948.9643 -1.8759898e-03 6.554e-05 55948.4155 55949.5132 DMX_0047 
56002.9494 -1.9099918e-03 6.491e-05 56002.4232 56003.4757 DMX_0048 
56034.8362 -1.9242402e-03 6.444e-05 56034.2821 56035.3902 DMX_0049 
56067.2650 -2.0724116e-03 6.281e-05 56066.1973 56068.3327 DMX_0050 
56094.6839 -1.8670566e-03 6.222e-05 56094.1317 56095.2361 DMX_0051 
56130.0910 -1.9710863e-03 6.890e-05 56130.0410 56130.1410 DMX_0052 
56138.0868 -1.8018085e-03 1.421e-04 56138.0368 56138.1368 DMX_0053 
56151.4854 -1.8065743e-03 6.306e-05 56150.9344 56152.0363 DMX_0054 
56173.9345 -1.9908136e-03 6.050e-05 56172.8821 56174.9868 DMX_0055 
56194.3770 -1.8431615e-03 6.053e-05 56193.8231 56194.9309 DMX_0056 
56214.3238 -1.7819976e-03 6.209e-05 56213.7708 56214.8768 DMX_0057 
56235.3124 -2.0439184e-03 6.319e-05 56234.8193 56235.8054 DMX_0058 
56249.7424 -1.5508202e-03 6.082e-05 56249.6924 56249.7924 DMX_0059 
56250.7334 -1.3328226e-03 1.445e-04 56250.6834 56250.7834 DMX_0060 
56269.6060 -1.6174351e-03 1.536e-04 56269.5560 56269.6560 DMX_0061 
56270.6757 -1.7398066e-03 6.358e-05 56270.6257 56270.7257 DMX_0062 
56288.5828 -2.0400778e-03 1.724e-04 56288.5328 56288.6328 DMX_0063 
56310.4939 -1.7347922e-03 1.539e-04 56310.4439 56310.5439 DMX_0064 
56333.0538 -1.8094723e-03 6.699e-05 56332.4552 56333.6524 DMX_0065 
56353.4197 -1.6193200e-03 6.338e-05 56352.3734 56354.4659 DMX_0066 
56367.8882 -1.6508040e-03 6.157e-05 56367.3410 56368.4355 DMX_0067 
56389.3223 -1.7923279e-03 6.180e-05 56387.3150 56391.3297 DMX_0068 
56408.7911 -1.7155209e-03 6.237e-05 56407.1736 56410.4086 DMX_0069 
56431.7756 -1.7997014e-03 6.144e-05 56431.1941 56432.3570 DMX_0070 
56450.6745 -1.7349644e-03 6.133e-05 56450.0529 56451.2960 DMX_0071 
56474.1645 -1.7080810e-03 5.229e-05 56471.0521 56477.2769 DMX_0072 
56492.6429 -1.7276663e-03 6.212e-05 56492.1202 56493.1655 DMX_0073 
56522.5122 -1.6216566e-03 5.397e-05 56521.9386 56523.0858 DMX_0074 
56549.8874 -1.5321464e-03 5.157e-05 56548.8062 56550.9685 DMX_0075 
56564.7650 -1.4748669e-03 9.856e-05 56564.6870 56564.8431 DMX_0076 
56585.2960 -1.3219017e-03 6.067e-05 56584.7298 56585.8622 DMX_0077 
56606.7825 -1.2625944e-03 1.278e-04 56606.7276 56606.8373 DMX_0078 
56614.7356 -9.9793038e-04 6.019e-05 56614.6801 56614.7912 DMX_0079 
56633.6419 -1.1668642e-03 1.030e-04 56633.5648 56633.7190 DMX_0080 
56641.6002 -1.1041068e-03 5.542e-05 56641.5448 56641.6555 DMX_0081 
56643.6278 -1.2544894e-03 1.278e-04 56643.5720 56643.6836 DMX_0082 
56676.0722 -1.2326518e-03 8.551e-05 56675.5169 56676.6275 DMX_0083 
56707.9805 -1.3053693e-03 6.454e-05 56706.4532 56709.5079 DMX_0084 
56734.4523 -1.2618146e-03 6.513e-05 56733.4516 56735.4531 DMX_0085 
56762.8656 -1.1593783e-03 5.488e-05 56762.2712 56763.4600 DMX_0086 
56791.2691 -1.1547708e-03 5.069e-05 56790.2539 56792.2842 DMX_0087 
56828.7006 -1.0091944e-03 5.899e-05 56828.1523 56829.2490 DMX_0088 
56850.5912 -8.2583528e-04 6.310e-05 56850.0355 56851.1469 DMX_0089 
56885.9810 -6.4390059e-04 6.137e-05 56885.9310 56886.0310 DMX_0090 
56893.9992 -5.9437105e-04 6.799e-05 56893.9492 56894.0492 DMX_0091 
56922.4206 -6.1069174e-04 5.996e-05 56921.8240 56923.0172 DMX_0092 
56947.3278 -3.0818782e-04 6.190e-05 56945.8059 56948.8497 DMX_0093 
56977.7918 -8.2127589e-05 5.905e-05 56977.7418 56977.8418 DMX_0094 
56978.7490 -8.9307513e-05 1.407e-04 56978.6990 56978.7990 DMX_0095 
57012.1293 -3.7004648e-05 5.905e-05 57011.5622 57012.6963 DMX_0096 
57041.1222 -2.9590914e-04 5.641e-05 57040.5673 57041.6771 DMX_0097 
57079.4542 -3.2971885e-04 5.810e-05 57078.4125 57080.4960 DMX_0098 
57101.9072 -1.2279077e-04 5.828e-05 57101.3270 57102.4874 DMX_0099 
57131.8048 -2.7829782e-06 5.851e-05 57131.2534 57132.3562 DMX_0100 
57161.7237 +5.9818084e-05 5.450e-05 57161.1698 57162.2775 DMX_0101 
57193.6443 +3.8229435e-04 5.596e-05 57192.1527 57195.1359 DMX_0102 
57229.0326 +4.8124068e-04 1.606e-04 57228.9826 57229.0826 DMX_0103 
57248.0848 +4.8165104e-04 1.674e-04 57248.0348 57248.1348 DMX_0104 
57272.0658 +6.5967467e-04 1.727e-04 57272.0158 57272.1158 DMX_0105 
57307.4019 +7.6309247e-04 6.656e-05 57306.8411 57307.9626 DMX_0106 
57336.8410 +1.4114258e-03 6.347e-05 57336.7910 57336.8910 DMX_0107 
57367.7520 +1.2365606e-03 1.469e-04 57367.7020 57367.8020 DMX_0108 
57369.7306 +1.3361470e-03 6.402e-05 57369.6806 57369.7806 DMX_0109 
57398.1031 +1.2799877e-03 6.491e-05 57397.5453 57398.6608 DMX_0110 
57433.0382 +1.0455606e-03 6.206e-05 57432.5290 57433.5474 DMX_0111 
57461.5025 +1.1942450e-03 5.943e-05 57461.4525 57461.5525 DMX_0112 
57488.8957 +1.4434538e-03 6.140e-05 57488.3248 57489.4667 DMX_0113 
57518.8426 +1.6637543e-03 6.162e-05 57518.2864 57519.3988 DMX_0114 
57550.7576 +1.7851020e-03 6.221e-05 57550.2016 57551.3137 DMX_0115 
57579.5836 +2.1232699e-03 6.456e-05 57579.0757 57580.0915 DMX_0116 
57614.4599 +2.0106934e-03 6.596e-05 57613.9015 57615.0182 DMX_0117 
57647.3928 +1.6889542e-03 6.202e-05 57646.8417 57647.9439 DMX_0118 
57674.4141 +1.7459766e-03 6.550e-05 57673.8464 57674.9819 DMX_0119 
57704.2432 +2.2778688e-03 6.641e-05 57703.7360 57704.7505 DMX_0120 
