# Mean DMX value = +4.255536e-05 
# Uncertainty in average DM = 5.18975e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57221.6479 +7.8799192e-04 2.059e-04 57221.5979 57221.6979 DMX_0001 
57228.6473 +1.3122653e-03 1.986e-04 57228.5876 57228.7071 DMX_0002 
57236.6160 +1.9117193e-03 2.048e-04 57236.5563 57236.6758 DMX_0003 
57249.5760 +1.0631956e-03 1.991e-04 57249.5199 57249.6321 DMX_0004 
57258.5653 +1.4188606e-03 1.805e-04 57258.5055 57258.6252 DMX_0005 
57268.5266 +1.2821698e-03 1.836e-04 57268.4669 57268.5864 DMX_0006 
57285.4817 +2.6008865e-03 1.544e-04 57284.4252 57286.5382 DMX_0007 
57781.1353 +1.2690805e-03 2.996e-04 57781.0709 57781.1998 DMX_0008 
57809.0552 -1.2073171e-04 3.205e-04 57808.9906 57809.1197 DMX_0009 
57822.0256 -5.2471152e-04 2.589e-04 57821.9612 57822.0900 DMX_0010 
57836.9605 +3.9749946e-05 2.091e-04 57836.8962 57837.0248 DMX_0011 
57850.9419 -2.7549390e-04 2.476e-04 57850.8775 57851.0064 DMX_0012 
57865.8919 +3.3524531e-04 3.426e-04 57865.8276 57865.9563 DMX_0013 
57878.8792 +7.2432775e-05 2.325e-04 57878.8149 57878.9436 DMX_0014 
57892.8085 -6.0424153e-04 1.734e-04 57892.7444 57892.8726 DMX_0015 
57906.7959 +6.5048673e-05 2.182e-04 57906.7316 57906.8601 DMX_0016 
57920.7523 +8.7209364e-06 2.198e-04 57920.6880 57920.8165 DMX_0017 
57934.7207 +1.2843710e-03 2.689e-04 57934.6563 57934.7851 DMX_0018 
58250.3351 -3.2840217e-04 1.026e-04 58248.7788 58251.8915 DMX_0019 
58270.7928 -3.5931244e-04 1.300e-04 58270.7288 58270.8568 DMX_0020 
58621.8521 -7.4679977e-04 1.441e-04 58621.7881 58621.9161 DMX_0021 
58649.7357 -9.4327756e-04 1.537e-04 58649.6717 58649.7997 DMX_0022 
58711.5707 -1.0127322e-03 1.550e-04 58711.5066 58711.6347 DMX_0023 
58743.4775 -6.6974964e-04 1.465e-04 58743.4134 58743.5416 DMX_0024 
58766.4224 -9.4581387e-04 1.823e-04 58766.3584 58766.4863 DMX_0025 
58788.3560 -8.8918522e-04 1.512e-04 58788.2919 58788.4200 DMX_0026 
58823.2733 -7.1886944e-04 1.432e-04 58823.2094 58823.3373 DMX_0027 
58850.2214 -1.0659717e-03 1.659e-04 58850.1573 58850.2854 DMX_0028 
58898.0695 -1.4295242e-03 1.729e-04 58898.0056 58898.1333 DMX_0029 
58928.0076 -1.3671646e-03 1.659e-04 58927.9436 58928.0717 DMX_0030 
58957.9126 -1.4497566e-03 1.788e-04 58957.8485 58957.9766 DMX_0031 
