# Mean DMX value = +4.604050e-04 
# Uncertainty in average DM = 6.41105e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57389.2200 -4.3025158e-03 2.492e-03 57389.1617 57389.2784 DMX_0001 
57408.1641 -6.7043701e-03 2.126e-03 57408.1141 57408.2141 DMX_0002 
57431.1133 -4.7701098e-03 1.713e-03 57431.0559 57431.1706 DMX_0003 
57501.9123 -4.5134254e-03 1.956e-03 57501.8538 57501.9709 DMX_0004 
57536.8250 -7.1248314e-03 1.676e-03 57536.7668 57536.8832 DMX_0005 
57564.7440 -3.1904164e-03 2.033e-03 57564.6852 57564.8028 DMX_0006 
57585.6832 -5.2409573e-03 1.711e-03 57585.6248 57585.7415 DMX_0007 
57606.6299 -7.3118295e-03 1.743e-03 57606.5712 57606.6887 DMX_0008 
57627.5696 -4.0227234e-03 1.893e-03 57627.5117 57627.6274 DMX_0009 
57670.4554 -2.1701234e-03 2.148e-03 57670.3978 57670.5131 DMX_0010 
57688.4024 -2.9329203e-03 2.148e-03 57688.3441 57688.4607 DMX_0011 
57713.3211 -4.7368467e-03 2.143e-03 57713.2622 57713.3799 DMX_0012 
57732.2837 -5.4885300e-03 1.598e-03 57732.2249 57732.3424 DMX_0013 
57755.2200 -5.6411689e-03 2.086e-03 57755.1611 57755.2789 DMX_0014 
57774.1759 -2.0211165e-03 1.742e-03 57774.1182 57774.2336 DMX_0015 
57797.1112 -2.4644833e-03 1.780e-03 57797.0536 57797.1689 DMX_0016 
57817.0588 -2.2151985e-03 1.478e-03 57817.0003 57817.1173 DMX_0017 
57837.9849 -3.8973202e-03 1.665e-03 57837.9260 57838.0438 DMX_0018 
57859.9250 -4.0598214e-03 1.495e-03 57859.8661 57859.9839 DMX_0019 
57873.9079 -3.3201551e-03 1.384e-03 57873.8579 57873.9579 DMX_0020 
57880.8895 -5.7693948e-03 1.668e-03 57880.8395 57880.9395 DMX_0021 
57886.8521 -3.5358377e-03 1.297e-03 57886.7854 57886.9188 DMX_0022 
57901.8108 -4.1454897e-03 1.894e-03 57901.7608 57901.8608 DMX_0023 
57921.7658 -5.8289480e-03 1.483e-03 57921.7076 57921.8241 DMX_0024 
57937.7209 -3.9038669e-03 1.969e-03 57937.6622 57937.7796 DMX_0025 
57957.6617 -5.4729239e-03 1.858e-03 57957.6117 57957.7117 DMX_0026 
57977.6041 -5.0749956e-03 1.767e-03 57977.5541 57977.6541 DMX_0027 
58464.2748 +2.5151577e-03 1.551e-03 58464.2165 58464.3332 DMX_0028 
58504.1463 +5.9021847e-04 1.776e-03 58504.0963 58504.1963 DMX_0029 
58525.0757 +6.6259579e-03 1.557e-03 58525.0180 58525.1334 DMX_0030 
58546.0223 +7.7399481e-03 2.437e-03 58545.9633 58546.0814 DMX_0031 
58566.9808 +7.5128251e-03 2.977e-03 58566.9220 58567.0397 DMX_0032 
58587.9110 +2.0760334e-03 1.710e-03 58587.8521 58587.9699 DMX_0033 
58607.8428 +5.7429346e-03 1.810e-03 58607.7842 58607.9014 DMX_0034 
58630.8127 +2.5570409e-03 1.761e-03 58630.7536 58630.8717 DMX_0035 
58650.7505 +2.1672736e-03 1.587e-03 58650.6918 58650.8093 DMX_0036 
58691.6359 +3.2219294e-03 1.883e-03 58691.5773 58691.6946 DMX_0037 
58713.5683 -8.8579123e-04 1.563e-03 58713.5095 58713.6271 DMX_0038 
58734.5454 +5.4469731e-03 2.176e-03 58734.4868 58734.6040 DMX_0039 
58755.4500 +2.9089956e-03 2.398e-03 58755.3912 58755.5087 DMX_0040 
58778.4012 +4.6028688e-03 2.070e-03 58778.3425 58778.4599 DMX_0041 
58792.3547 +1.6561235e-03 1.788e-03 58792.3047 58792.4047 DMX_0042 
58818.2763 +4.2459575e-03 1.822e-03 58818.2176 58818.3351 DMX_0043 
58837.2169 +5.4233448e-03 2.363e-03 58837.1590 58837.2747 DMX_0044 
58884.1066 +3.9184657e-03 2.157e-03 58884.0566 58884.1566 DMX_0045 
58901.0593 +7.3303602e-03 2.066e-03 58901.0093 58901.1093 DMX_0046 
58943.9347 +7.9839815e-03 2.335e-03 58943.8847 58943.9847 DMX_0047 
58964.8859 +6.7256662e-03 1.909e-03 58964.8272 58964.9447 DMX_0048 
58986.8231 +7.4428758e-03 1.810e-03 58986.7731 58986.8731 DMX_0049 
59007.7692 +6.8785207e-03 2.256e-03 59007.7192 59007.8192 DMX_0050 
59041.6665 +9.1576454e-03 2.173e-03 59041.6078 59041.7252 DMX_0051 
59056.6279 +6.2750132e-03 2.183e-03 59056.5779 59056.6779 DMX_0052 
