# Mean DMX value = -3.149893e-05 
# Uncertainty in average DM = 4.86639e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55972.0618 +4.5592818e-03 5.845e-04 55972.0118 55972.1118 DMX_0001 
56003.9233 +1.9458726e-03 2.080e-04 56003.8733 56003.9733 DMX_0002 
56034.4460 +2.4926504e-03 2.532e-04 56033.8934 56034.9986 DMX_0003 
56065.2843 +2.2814254e-03 2.054e-04 56064.7544 56065.8142 DMX_0004 
56101.6799 +2.1736731e-03 1.910e-04 56100.6372 56102.7226 DMX_0005 
56130.6103 +2.4258350e-03 6.530e-04 56130.5603 56130.6603 DMX_0006 
56150.5188 +2.1841494e-03 1.970e-04 56149.4708 56151.5667 DMX_0007 
56171.4652 +2.3817587e-03 2.141e-04 56170.3815 56172.5488 DMX_0008 
56192.4175 +2.1485734e-03 1.992e-04 56192.2910 56192.5440 DMX_0009 
56208.9006 +2.4187505e-03 2.841e-04 56208.3774 56209.4238 DMX_0010 
56229.3266 +2.0359505e-03 2.036e-04 56229.1992 56229.4540 DMX_0011 
56251.2216 +1.9391599e-03 2.100e-04 56250.1547 56252.2886 DMX_0012 
56267.1685 +2.0209985e-03 1.607e-04 56266.1217 56268.2152 DMX_0013 
56288.1778 +2.3924382e-03 2.132e-04 56288.0492 56288.3063 DMX_0014 
56312.0924 +2.1427137e-03 2.249e-04 56311.9684 56312.2163 DMX_0015 
56331.5619 +2.1422686e-03 1.955e-04 56331.0476 56332.0763 DMX_0016 
56346.9276 +2.2153028e-03 1.901e-04 56346.8776 56346.9776 DMX_0017 
56368.3852 +1.7897726e-03 2.189e-04 56367.7962 56368.9741 DMX_0018 
56374.7854 +1.9650130e-03 1.385e-04 56374.7069 56374.8639 DMX_0019 
56386.9049 +2.0794063e-03 2.284e-04 56386.7768 56387.0331 DMX_0020 
56399.9338 +1.7213523e-03 1.648e-04 56399.8557 56400.0119 DMX_0021 
56411.3396 +2.0863447e-03 1.932e-04 56410.8226 56411.8567 DMX_0022 
56432.2836 +2.1039983e-03 2.001e-04 56431.7569 56432.8103 DMX_0023 
56452.2456 +2.1559459e-03 2.107e-04 56451.6656 56452.8257 DMX_0024 
56472.6436 +2.3116931e-03 3.282e-04 56472.5936 56472.6936 DMX_0025 
56493.5379 +2.1947327e-03 2.067e-04 56492.5104 56494.5655 DMX_0026 
56513.3394 +2.0523316e-03 1.438e-04 56513.1351 56513.5437 DMX_0027 
56521.5281 +2.1241764e-03 2.099e-04 56520.4725 56522.5837 DMX_0028 
56550.9337 +2.1309663e-03 1.994e-04 56550.3718 56551.4956 DMX_0029 
56585.8154 +1.8046898e-03 1.568e-04 56585.2510 56586.3799 DMX_0030 
56613.7582 +1.7725682e-03 1.473e-04 56613.2434 56614.2729 DMX_0031 
56639.1783 +1.7491418e-03 1.753e-04 56637.1528 56641.2038 DMX_0032 
56674.0822 +1.7108364e-03 1.971e-04 56671.0861 56677.0782 DMX_0033 
56704.4591 +1.5591898e-03 1.818e-04 56702.8932 56706.0250 DMX_0034 
56727.9672 +1.6587859e-03 1.948e-04 56726.9194 56729.0150 DMX_0035 
56764.7932 +1.5132964e-03 1.988e-04 56763.7475 56765.8389 DMX_0036 
56793.2677 +1.5747425e-03 1.710e-04 56791.7336 56794.8018 DMX_0037 
56826.6446 +1.4510488e-03 1.704e-04 56823.6194 56829.6698 DMX_0038 
56850.5907 +1.5297896e-03 1.973e-04 56849.5609 56851.6205 DMX_0039 
56885.5649 +1.1490037e-03 2.960e-04 56885.5149 56885.6149 DMX_0040 
56893.4686 +1.2839424e-03 2.089e-04 56893.4186 56893.5186 DMX_0041 
56920.9561 +1.5029335e-03 1.798e-04 56920.3963 56921.5158 DMX_0042 
56943.8377 +1.8412467e-03 2.109e-04 56943.3038 56944.3716 DMX_0043 
56978.7107 +1.6464043e-03 2.035e-04 56978.1435 56979.2778 DMX_0044 
57012.6849 +1.1840115e-03 2.115e-04 57012.1113 57013.2585 DMX_0045 
