# Mean DMX value = -9.452274e-05 
# Uncertainty in average DM = 1.60629e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55120.5822 -1.0980024e-03 3.824e-04 55118.4377 55122.7268 DMX_0001 
55215.3232 -7.3501790e-04 4.315e-04 55214.1763 55216.4701 DMX_0002 
55244.2430 -8.0440122e-04 3.925e-04 55243.0965 55245.3895 DMX_0003 
55276.6550 -9.2662016e-04 1.203e-04 55275.1089 55278.2011 DMX_0004 
55306.0719 -7.0360519e-04 1.188e-04 55305.0224 55307.1214 DMX_0005 
55339.9811 -8.7958058e-04 1.790e-04 55339.9311 55340.0311 DMX_0006 
55362.9515 -7.6815079e-04 6.046e-05 55360.8858 55365.0172 DMX_0007 
55392.9011 -1.3932834e-03 2.164e-04 55389.8628 55395.9395 DMX_0008 
55430.2913 -5.9481625e-04 4.176e-04 55429.7429 55430.8398 DMX_0009 
55462.7028 -4.2113757e-04 2.160e-04 55461.6551 55463.7504 DMX_0010 
55493.0624 -4.4603244e-04 1.021e-04 55492.5139 55493.6109 DMX_0011 
55520.9858 -2.3772583e-04 1.619e-04 55520.4370 55521.5345 DMX_0012 
55542.9828 -4.9466056e-04 1.342e-04 55542.4339 55543.5318 DMX_0013 
55578.8847 -4.6082319e-04 4.788e-05 55578.3359 55579.4334 DMX_0014 
55616.7234 -1.8952747e-04 3.904e-05 55616.1752 55617.2717 DMX_0015 
55640.2169 -2.1251815e-04 1.010e-04 55639.1697 55641.2640 DMX_0016 
55672.1308 -1.5640146e-04 1.025e-04 55670.0863 55674.1753 DMX_0017 
55702.0357 -2.5237834e-04 1.205e-04 55699.9955 55704.0759 DMX_0018 
55731.4476 -1.2301250e-04 1.155e-04 55730.8973 55731.9980 DMX_0019 
55765.8154 +2.5621542e-06 3.132e-05 55765.7654 55765.8654 DMX_0020 
55773.7937 +8.2661917e-05 3.127e-04 55773.7437 55773.8437 DMX_0021 
55800.2211 -7.3153051e-06 1.062e-04 55799.6724 55800.7698 DMX_0022 
55827.6448 +4.0357150e-04 1.023e-04 55826.5979 55828.6917 DMX_0023 
55865.0421 +3.5295849e-04 4.644e-05 55864.4934 55865.5907 DMX_0024 
55892.9657 +2.9587795e-04 5.213e-05 55892.4172 55893.5142 DMX_0025 
55918.8948 +2.6723334e-04 1.243e-04 55918.3465 55919.4431 DMX_0026 
55948.8129 +3.9704215e-04 4.299e-05 55948.2641 55949.3617 DMX_0027 
55972.2513 +2.7929337e-04 1.200e-04 55972.1296 55972.3730 DMX_0028 
56002.1007 +3.9502640e-04 9.443e-05 56000.1059 56004.0955 DMX_0029 
56034.5643 +4.2607095e-05 1.699e-04 56034.0138 56035.1147 DMX_0030 
56065.4070 +1.4609995e-04 7.203e-05 56064.8786 56065.9353 DMX_0031 
56101.7984 +3.8483918e-04 2.508e-04 56100.7545 56102.8423 DMX_0032 
56130.7224 -9.1360564e-05 2.527e-04 56130.6724 56130.7724 DMX_0033 
56150.6374 +7.5559731e-04 1.745e-04 56149.5857 56151.6891 DMX_0034 
56171.5843 +6.4806994e-04 1.787e-04 56170.5017 56172.6670 DMX_0035 
56192.5328 +7.7613001e-04 9.695e-05 56192.4087 56192.6569 DMX_0036 
56209.0172 +9.4791717e-04 2.534e-04 56208.4942 56209.5401 DMX_0037 
56229.4332 +4.4708725e-04 1.476e-04 56229.3002 56229.5661 DMX_0038 
56251.3388 +5.5848059e-04 6.027e-05 56250.2730 56252.4045 DMX_0039 
56267.3043 +5.7996835e-04 4.246e-05 56266.2417 56268.3669 DMX_0040 
56288.2933 +4.2549306e-04 8.788e-05 56288.1692 56288.4173 DMX_0041 
56312.2106 +3.8577725e-04 4.725e-05 56312.0863 56312.3350 DMX_0042 
56331.2218 +4.7320636e-04 5.105e-05 56331.1718 56331.2718 DMX_0043 
56349.0592 +6.1175754e-04 1.124e-04 56346.9929 56351.1254 DMX_0044 
56367.9745 +7.0271418e-04 2.670e-04 56367.9245 56368.0245 DMX_0045 
56387.0225 +5.8241765e-04 1.790e-04 56386.8995 56387.1456 DMX_0046 
56410.9910 +3.8186608e-04 6.029e-05 56410.9410 56411.0410 DMX_0047 
56432.4032 +5.3460663e-04 7.261e-05 56431.8779 56432.9285 DMX_0048 
56452.3697 +4.8755974e-04 5.255e-05 56451.7849 56452.9544 DMX_0049 
56472.7618 +2.6936985e-04 1.374e-04 56472.7118 56472.8118 DMX_0050 
