# Mean DMX value = +4.555081e-05 
# Uncertainty in average DM = 8.50454e-07 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
54726.4027 +1.1460510e-03 3.492e-06 54724.7320 54728.0734 DMX_0001 
55097.7675 +6.3462620e-04 7.216e-06 55094.6256 55100.9094 DMX_0002 
55120.7048 +6.2215136e-04 3.473e-06 55118.5602 55122.8495 DMX_0003 
55215.4459 +4.1539526e-04 7.066e-06 55214.2993 55216.5926 DMX_0004 
55244.3659 +3.3464831e-04 3.326e-05 55243.2186 55245.5131 DMX_0005 
55268.4233 +3.9688871e-04 1.401e-06 55265.3039 55271.5428 DMX_0006 
55275.3188 +4.0671240e-04 3.756e-06 55272.3147 55278.3228 DMX_0007 
55305.6769 +3.5766918e-04 4.851e-06 55304.1098 55307.2440 DMX_0008 
55330.1949 +4.3418714e-04 9.498e-06 55330.0775 55330.3124 DMX_0009 
55338.6098 +6.8653665e-04 4.423e-05 55337.0624 55340.1572 DMX_0010 
55363.0621 +7.4865959e-04 4.328e-05 55360.9965 55365.1277 DMX_0011 
55393.0097 +8.2668423e-04 4.958e-05 55389.9731 55396.0462 DMX_0012 
55430.4020 +8.9080349e-04 3.694e-05 55429.8536 55430.9504 DMX_0013 
55462.8137 +8.6284602e-04 4.314e-05 55461.7657 55463.8617 DMX_0014 
55493.1867 +8.0365444e-04 2.899e-05 55492.6367 55493.7367 DMX_0015 
55520.6102 +1.4637919e-03 4.871e-06 55520.5602 55520.6602 DMX_0016 
55521.6072 +1.6550229e-03 4.713e-05 55521.5572 55521.6572 DMX_0017 
55543.5922 +1.0136403e-03 9.403e-06 55543.5422 55543.6422 DMX_0018 
55578.9954 +7.4621437e-04 4.302e-05 55578.4468 55579.5440 DMX_0019 
55616.8468 +5.1128129e-04 1.551e-05 55616.2979 55617.3956 DMX_0020 
55640.3275 +5.9858964e-04 4.568e-05 55639.2798 55641.3751 DMX_0021 
55672.2399 +4.4990374e-04 3.481e-05 55670.1960 55674.2839 DMX_0022 
55702.1573 +3.2490111e-04 3.115e-05 55700.1128 55704.2018 DMX_0023 
55731.5769 +3.6238026e-04 3.305e-05 55731.0286 55732.1253 DMX_0024 
55765.9380 +7.0964560e-04 4.497e-05 55765.8880 55765.9880 DMX_0025 
55773.9165 +5.8376428e-04 2.551e-06 55773.8665 55773.9665 DMX_0026 
55800.3438 +9.8226215e-04 4.885e-05 55799.7951 55800.8924 DMX_0027 
55827.7760 +8.9653100e-04 4.944e-05 55826.7289 55828.8230 DMX_0028 
55864.1767 +9.6466211e-04 3.113e-05 55863.6286 55864.7248 DMX_0029 
55892.5984 +4.1285147e-03 2.201e-06 55892.5484 55892.6484 DMX_0030 
55893.5958 +5.8393896e-03 9.538e-06 55893.5458 55893.6458 DMX_0031 
55919.0258 +7.1749193e-04 3.343e-05 55918.4770 55919.5745 DMX_0032 
55948.9444 +5.6917609e-04 3.856e-05 55948.3955 55949.4934 DMX_0033 
55976.9871 +4.1159292e-04 4.306e-05 55976.4361 55977.5381 DMX_0034 
56002.9272 +4.5450807e-04 3.546e-05 56002.3998 56003.4546 DMX_0035 
56034.8141 +6.2147752e-04 4.079e-05 56034.2592 56035.3690 DMX_0036 
56067.2443 +8.1446873e-04 3.716e-05 56066.1765 56068.3122 DMX_0037 
56094.6623 +7.0203721e-04 4.084e-05 56094.1096 56095.2150 DMX_0038 
56130.0694 +6.9255498e-04 3.260e-05 56130.0194 56130.1194 DMX_0039 
56138.0660 +6.6850000e-04 4.113e-06 56138.0160 56138.1160 DMX_0040 
