# Mean DMX value = -4.930331e-05 
# Uncertainty in average DM = 5.25348e-07 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56668.8150 +6.7378345e-04 1.279e-05 56668.7553 56668.8746 DMX_0001 
56737.6246 +8.3562178e-04 1.408e-05 56737.5648 56737.6844 DMX_0002 
56754.5625 +4.0703303e-04 7.888e-06 56754.5125 56754.6125 DMX_0003 
56843.3329 +4.5260684e-04 1.538e-05 56843.2727 56843.3931 DMX_0004 
56868.2681 +4.6157170e-04 7.692e-07 56868.2074 56868.3288 DMX_0005 
56874.2377 +4.2245376e-04 9.905e-06 56874.1877 56874.2877 DMX_0006 
56934.0888 +3.6206981e-04 5.577e-07 56934.0284 56934.1493 DMX_0007 
56949.0549 +1.6640608e-04 7.254e-06 56948.9946 56949.1151 DMX_0008 
56969.9879 +2.4312892e-04 2.587e-06 56969.9273 56970.0485 DMX_0009 
56991.9262 +2.8442905e-04 2.660e-06 56991.8656 56991.9869 DMX_0010 
57019.8502 +2.5721370e-04 1.710e-05 57019.7897 57019.9107 DMX_0011 
57033.8169 +3.0091627e-04 1.521e-05 57033.7563 57033.8775 DMX_0012 
57040.7761 +5.7662250e-04 5.641e-07 57040.7261 57040.8261 DMX_0013 
57106.6110 +4.9288528e-04 2.190e-06 57106.5524 57106.6696 DMX_0014 
57124.5448 +3.1748051e-04 6.783e-06 57124.4858 57124.6037 DMX_0015 
57144.4908 +2.6471022e-04 7.414e-06 57144.4313 57144.5503 DMX_0016 
57187.3810 +2.5930489e-04 1.715e-05 57187.3215 57187.4406 DMX_0017 
57208.3156 +1.3996994e-04 1.477e-05 57208.2565 57208.3747 DMX_0018 
57250.2070 +1.1000806e-04 3.367e-06 57250.1491 57250.2649 DMX_0019 
57293.0841 +1.9630516e-04 1.568e-05 57293.0244 57293.1437 DMX_0020 
57318.0237 +2.1978486e-04 1.806e-05 57317.9617 57318.0856 DMX_0021 
57334.9775 +1.5997443e-04 8.545e-07 57334.9154 57335.0395 DMX_0022 
57355.9212 +3.1199689e-04 3.157e-05 57355.8712 57355.9712 DMX_0023 
57384.8395 +4.5593583e-04 5.111e-06 57384.7801 57384.8988 DMX_0024 
57389.8389 +2.9214779e-04 4.980e-06 57389.7642 57389.9136 DMX_0025 
57417.7523 +4.0179665e-04 9.089e-07 57417.6936 57417.8111 DMX_0026 
