# Mean DMX value = +4.606093e-05 
# Uncertainty in average DM = 1.76137e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
53358.7530 -2.3296744e-03 3.066e-05 53358.6775 53358.8285 DMX_0001 
53420.5675 -2.2473198e-03 3.463e-05 53420.4989 53420.6361 DMX_0002 
53448.4966 -2.3362871e-03 2.951e-05 53448.4237 53448.5695 DMX_0003 
53449.5204 -2.2219727e-03 5.755e-05 53449.4627 53449.5781 DMX_0004 
53450.4797 -2.2632160e-03 4.275e-05 53450.4170 53450.5425 DMX_0005 
53451.4949 -2.3227285e-03 3.956e-05 53451.4307 53451.5591 DMX_0006 
53453.4890 -2.2649538e-03 3.257e-05 53453.4215 53453.5566 DMX_0007 
53454.4641 -2.3056572e-03 3.533e-05 53454.3995 53454.5287 DMX_0008 
53456.4878 -2.2670191e-03 4.064e-05 53456.4219 53456.5536 DMX_0009 
53457.4787 -2.3212345e-03 3.975e-05 53457.4145 53457.5429 DMX_0010 
53477.4154 -2.3705926e-03 2.746e-05 53477.3463 53477.4845 DMX_0011 
53532.2546 -2.3400830e-03 2.607e-05 53532.1828 53532.3265 DMX_0012 
53603.0630 -2.2163442e-03 2.855e-05 53602.9863 53603.1396 DMX_0013 
53628.9743 -2.3015774e-03 3.985e-05 53628.9153 53629.0333 DMX_0014 
53686.8198 -2.2272704e-03 2.752e-05 53686.7476 53686.8920 DMX_0015 
53715.7487 -2.2472035e-03 2.830e-05 53715.6806 53715.8167 DMX_0016 
53750.6450 -2.1536067e-03 2.824e-05 53750.5727 53750.7172 DMX_0017 
53798.5201 -2.1558221e-03 3.068e-05 53798.4511 53798.5891 DMX_0018 
53851.3880 -2.0568571e-03 3.306e-05 53851.3218 53851.4542 DMX_0019 
53891.2662 -1.9887197e-03 2.681e-05 53891.1973 53891.3351 DMX_0020 
53926.1777 -1.8557574e-03 3.784e-05 53926.1132 53926.2422 DMX_0021 
53968.0762 -1.7227164e-03 2.945e-05 53968.0073 53968.1451 DMX_0022 
54008.9700 -1.5625328e-03 3.466e-05 54008.9038 54009.0363 DMX_0023 
54043.8546 -1.5865865e-03 2.706e-05 54043.7868 54043.9224 DMX_0024 
54092.7275 -1.4625851e-03 3.241e-05 54092.6626 54092.7924 DMX_0025 
54135.5972 -1.3849187e-03 3.675e-05 54135.5328 54135.6617 DMX_0026 
54177.4932 -1.1782876e-03 3.799e-05 54177.4228 54177.5635 DMX_0027 
54472.6781 -1.2245829e-03 3.465e-05 54472.6124 54472.7439 DMX_0028 
54519.5427 -1.3289300e-03 2.822e-05 54519.4742 54519.6112 DMX_0029 
54569.4382 -1.2367285e-03 3.434e-05 54569.3595 54569.5168 DMX_0030 
54819.7330 -1.0410230e-03 3.151e-05 54819.6648 54819.8012 DMX_0031 
54862.6015 -1.0764217e-03 2.885e-05 54862.5334 54862.6695 DMX_0032 
54925.4468 -9.3045893e-04 2.988e-05 54925.3773 54925.5164 DMX_0033 
54981.3055 -7.2737033e-04 3.301e-05 54981.2308 54981.3802 DMX_0034 
54998.2180 -6.8419285e-04 4.402e-05 54998.1594 54998.2765 DMX_0035 
55108.9129 -6.1441197e-04 4.060e-05 55108.8539 55108.9719 DMX_0036 
55135.8502 -4.8147452e-04 3.761e-05 55135.7896 55135.9108 DMX_0037 
55170.7438 -4.8898742e-04 3.966e-05 55170.6887 55170.7989 DMX_0038 
55205.6578 -4.2218354e-04 3.545e-05 55205.5996 55205.7160 DMX_0039 
55298.4123 -3.2928629e-04 7.398e-05 55298.3553 55298.4693 DMX_0040 
55358.2508 -2.3017778e-04 4.370e-05 55358.1911 55358.3105 DMX_0041 
55391.1796 -1.8291842e-04 4.881e-05 55391.1227 55391.2364 DMX_0042 
55500.8410 -2.3425904e-04 4.339e-05 55500.7837 55500.8983 DMX_0043 
55528.7692 -2.2281529e-04 3.639e-05 55528.7126 55528.8258 DMX_0044 
55638.4669 -2.8549539e-04 3.495e-05 55638.4092 55638.5245 DMX_0045 
55677.3677 -2.6504328e-04 3.438e-05 55677.3090 55677.4263 DMX_0046 
55701.2954 -2.1387062e-04 4.096e-05 55701.2363 55701.3545 DMX_0047 
55731.2463 -4.9041422e-05 5.587e-05 55731.1868 55731.3057 DMX_0048 
55758.1722 -9.3843701e-05 3.830e-05 55758.1116 55758.2328 DMX_0049 
55789.0767 -5.0613362e-05 4.126e-05 55789.0176 55789.1358 DMX_0050 
55843.9260 +1.4754955e-04 3.419e-05 55843.8665 55843.9856 DMX_0051 
55912.7320 +3.6664644e-04 3.786e-05 55912.6731 55912.7909 DMX_0052 
55989.5273 +3.8648979e-04 3.888e-05 55989.4671 55989.5874 DMX_0053 
56023.4359 +4.2453472e-04 4.521e-05 56023.3759 56023.4958 DMX_0054 
56057.3535 +4.0890408e-04 1.568e-04 56057.3035 56057.4035 DMX_0055 
56122.1533 +8.0636532e-04 1.162e-04 56122.0798 56122.2268 DMX_0056 
56140.1377 +4.6811004e-04 1.782e-04 56140.0877 56140.1877 DMX_0057 
56166.0567 +5.2546681e-04 1.669e-04 56166.0067 56166.1067 DMX_0058 
56212.9052 +7.5871182e-04 1.414e-04 56212.8366 56212.9738 DMX_0059 
56254.8321 +7.4496506e-04 3.886e-05 56254.7700 56254.8942 DMX_0060 
56294.6848 +9.7657899e-04 6.911e-05 56294.6191 56294.7505 DMX_0061 
56299.6790 +8.1854058e-04 5.221e-05 56299.6203 56299.7377 DMX_0062 
56306.6331 +7.4236612e-04 4.486e-05 56306.5680 56306.6982 DMX_0063 
56319.6392 +7.1712360e-04 1.563e-04 56319.5892 56319.6892 DMX_0064 
56341.5677 +6.1931853e-04 4.474e-05 56341.5090 56341.6264 DMX_0065 
56374.4780 +6.1728433e-04 2.662e-05 56374.3946 56374.5614 DMX_0066 
56380.4593 +6.8375157e-04 4.617e-05 56380.4006 56380.5179 DMX_0067 
56399.4050 +6.7975251e-04 4.178e-05 56399.3448 56399.4651 DMX_0068 
56417.3637 +6.5936084e-04 3.180e-05 56417.3044 56417.4230 DMX_0069 
56432.3390 +6.9837800e-04 3.762e-05 56432.2719 56432.4061 DMX_0070 
56437.3073 +6.5220272e-04 2.012e-05 56437.2266 56437.3881 DMX_0071 
56438.3176 +6.2259087e-04 3.228e-05 56438.2602 56438.3750 DMX_0072 
56458.2445 +6.5192513e-04 3.131e-05 56458.1856 56458.3035 DMX_0073 
56479.1868 +6.6484305e-04 3.655e-05 56479.1278 56479.2459 DMX_0074 
56498.1331 +6.4340595e-04 3.267e-05 56498.0742 56498.1921 DMX_0075 
56519.0898 +8.3737427e-04 6.415e-05 56519.0316 56519.1480 DMX_0076 
56538.0171 +7.9657694e-04 2.514e-05 56537.9590 56538.0752 DMX_0077 
56557.9709 +6.8561681e-04 1.516e-04 56557.9209 56558.0209 DMX_0078 
56577.9147 +8.6469440e-04 3.605e-05 56577.8567 56577.9727 DMX_0079 
56598.8637 +9.3658432e-04 4.128e-05 56598.8055 56598.9219 DMX_0080 
56662.6939 +1.0616478e-03 3.156e-05 56662.6330 56662.7548 DMX_0081 
56738.4896 +9.1421921e-04 3.282e-05 56738.4296 56738.5497 DMX_0082 
56853.1836 +9.8846001e-04 2.978e-05 56853.1239 56853.2432 DMX_0083 
56874.1085 +9.6968443e-04 3.101e-05 56874.0485 56874.1685 DMX_0084 
56934.9561 +8.5129182e-04 2.857e-05 56934.8968 56935.0155 DMX_0085 
56955.8969 +8.0020534e-04 1.934e-05 56955.8373 56955.9565 DMX_0086 
56977.8305 +8.1024833e-04 2.062e-05 56977.7709 56977.8900 DMX_0087 
56998.7817 +8.2970179e-04 2.253e-05 56998.7221 56998.8414 DMX_0088 
57018.7259 +7.9412709e-04 1.914e-05 57018.6662 57018.7856 DMX_0089 
57028.6966 +7.8628405e-04 2.460e-05 57028.6369 57028.7563 DMX_0090 
57032.6862 +7.2364275e-04 2.081e-05 57032.6265 57032.7459 DMX_0091 
57053.6086 +7.3230079e-04 3.101e-05 57053.5501 57053.6671 DMX_0092 
57069.5770 +6.0262010e-04 3.521e-05 57069.5186 57069.6354 DMX_0093 
57096.5004 +6.0184299e-04 2.840e-05 57096.4419 57096.5588 DMX_0094 
57116.4542 +5.1731692e-04 1.978e-05 57116.3960 57116.5125 DMX_0095 
57137.3782 +4.2482014e-04 1.740e-05 57137.3200 57137.4364 DMX_0096 
57186.2445 +4.1739668e-04 3.523e-05 57186.1862 57186.3028 DMX_0097 
57187.2660 +4.8613942e-04 3.646e-05 57187.2069 57187.3250 DMX_0098 
57200.2187 +3.7538681e-04 3.308e-05 57200.1608 57200.2766 DMX_0099 
57223.1453 +3.9976175e-04 2.892e-05 57223.0871 57223.2035 DMX_0100 
57240.0976 +3.3635179e-04 2.352e-05 57240.0370 57240.1582 DMX_0101 
57264.0361 +4.1027096e-04 2.476e-05 57263.9782 57264.0940 DMX_0102 
57305.9285 +4.4162850e-04 2.272e-05 57305.8706 57305.9864 DMX_0103 
57326.8574 +4.1300941e-04 2.911e-05 57326.7994 57326.9154 DMX_0104 
57347.7936 +5.5822607e-04 3.843e-05 57347.7390 57347.8482 DMX_0105 
57375.7244 +7.3744225e-04 3.271e-05 57375.6665 57375.7822 DMX_0106 
57390.6833 +4.5468860e-04 2.371e-05 57390.6250 57390.7416 DMX_0107 
57418.6071 +4.9330364e-04 3.206e-05 57418.5491 57418.6651 DMX_0108 
57503.3751 +4.6554475e-04 3.735e-05 57503.3172 57503.4330 DMX_0109 
57522.3228 +5.7351340e-04 3.305e-05 57522.2644 57522.3812 DMX_0110 
57538.2849 +5.0110569e-04 3.196e-05 57538.2268 57538.3430 DMX_0111 
57565.2088 +5.5468264e-04 2.694e-05 57565.1508 57565.2668 DMX_0112 
57588.1597 +5.7406382e-04 1.879e-05 57588.1016 57588.2178 DMX_0113 
57608.0930 +6.1730660e-04 2.161e-05 57608.0348 57608.1513 DMX_0114 
57627.0655 +7.2994921e-04 2.892e-05 57627.0071 57627.1239 DMX_0115 
57649.9768 +7.4206198e-04 6.042e-05 57649.9190 57650.0347 DMX_0116 
57667.9270 +7.9181832e-04 4.024e-05 57667.8689 57667.9850 DMX_0117 
57668.9663 +7.5021504e-04 4.060e-05 57668.9081 57669.0245 DMX_0118 
57705.8467 +9.1633256e-04 4.676e-05 57705.7885 57705.9048 DMX_0119 
57746.7083 +9.1363654e-04 4.437e-05 57746.6499 57746.7668 DMX_0120 
