# Mean DMX value = +4.770421e-04 
# Uncertainty in average DM = 1.57441e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57028.3275 -1.3753329e-03 3.334e-04 57028.2477 57028.4073 DMX_0001 
57041.2508 +1.5695607e-04 1.433e-03 57041.2008 57041.3008 DMX_0002 
57084.1414 -1.3993719e-03 3.557e-04 57084.0833 57084.1996 DMX_0003 
57126.0238 -1.6100157e-03 3.591e-04 57125.9655 57126.0822 DMX_0004 
57146.9660 -1.6427321e-03 3.583e-04 57146.9081 57147.0238 DMX_0005 
57187.8606 -1.5780695e-03 3.603e-04 57187.8023 57187.9189 DMX_0006 
57208.7996 -1.5211884e-03 3.509e-04 57208.7438 57208.8554 DMX_0007 
57243.7015 -1.3030295e-03 3.518e-04 57243.6433 57243.7597 DMX_0008 
57256.6719 +7.7413660e-04 3.320e-04 57256.6079 57256.7359 DMX_0009 
57291.5700 -1.7623362e-03 3.532e-04 57291.5124 57291.6276 DMX_0010 
57312.5136 -1.6454165e-03 3.558e-04 57312.4557 57312.5714 DMX_0011 
57331.4613 -1.5269259e-03 3.614e-04 57331.4030 57331.5196 DMX_0012 
57355.3961 -1.5676577e-03 3.617e-04 57355.3374 57355.4548 DMX_0013 
57375.3409 -1.5315921e-03 3.510e-04 57375.2829 57375.3988 DMX_0014 
57389.3714 -1.8564516e-03 3.468e-04 57389.3130 57389.4298 DMX_0015 
57417.2931 -1.7272424e-03 3.490e-04 57417.2350 57417.3511 DMX_0016 
57502.0607 -1.6350118e-03 3.425e-04 57502.0023 57502.1190 DMX_0017 
57523.0028 -2.6989426e-04 9.754e-04 57522.9444 57523.0613 DMX_0018 
57536.9384 +8.3793429e-04 1.023e-03 57536.8798 57536.9969 DMX_0019 
57563.8875 -1.8144921e-03 9.036e-04 57563.8290 57563.9461 DMX_0020 
57586.8374 -1.5506897e-03 1.130e-03 57586.7792 57586.8957 DMX_0021 
57606.7847 +4.9315207e-04 9.433e-04 57606.7287 57606.8406 DMX_0022 
57627.7020 +2.9616193e-02 3.302e-03 57627.6520 57627.7520 DMX_0023 
57648.6676 +1.5424728e-03 9.938e-04 57648.6090 57648.7261 DMX_0024 
57669.6002 -4.9159426e-05 9.672e-04 57669.5417 57669.6587 DMX_0025 
57700.5298 +6.4063059e-04 2.572e-03 57700.4798 57700.5798 DMX_0026 
57739.4127 +1.1590510e-03 1.064e-03 57739.3543 57739.4711 DMX_0027 
57748.3603 +2.4463477e-04 6.042e-04 57748.2723 57748.4483 DMX_0028 
57767.3376 -1.1142416e-03 9.253e-04 57767.2791 57767.3960 DMX_0029 
57788.2848 -2.8572224e-03 8.573e-04 57788.2263 57788.3433 DMX_0030 
57808.2136 +5.9489928e-04 9.396e-04 57808.1535 57808.2736 DMX_0031 
57824.1887 -1.8838985e-03 8.850e-04 57824.1316 57824.2458 DMX_0032 
57852.0994 -2.8844827e-03 8.878e-04 57852.0409 57852.1580 DMX_0033 
57871.0283 -2.0855746e-04 9.840e-04 57870.9698 57871.0869 DMX_0034 
57873.9748 -3.2289805e-04 1.441e-03 57873.9195 57874.0301 DMX_0035 
57892.9958 -2.0800808e-04 1.040e-03 57892.9373 57893.0543 DMX_0036 
57913.9321 -2.5977098e-04 9.515e-04 57913.8735 57913.9907 DMX_0037 
57935.8686 -1.0919934e-03 9.055e-04 57935.8102 57935.9270 DMX_0038 
57956.8136 +1.2372142e-03 1.014e-03 57956.7549 57956.8722 DMX_0039 
57978.7571 -4.8405870e-04 9.023e-04 57978.6986 57978.8156 DMX_0040 
58467.4140 +2.4267222e-04 9.667e-04 58467.3554 58467.4725 DMX_0041 
58482.3847 -3.8369832e-03 9.143e-04 58482.3262 58482.4431 DMX_0042 
58755.5635 -1.2239520e-03 9.305e-04 58755.5044 58755.6225 DMX_0043 
58778.5124 +7.6826330e-04 1.149e-03 58778.4536 58778.5712 DMX_0044 
58792.4621 -1.5203952e-03 9.924e-04 58792.4033 58792.5208 DMX_0045 
58818.3910 -4.4839830e-04 9.408e-04 58818.3322 58818.4498 DMX_0046 
58837.3399 +3.8807824e-03 7.755e-04 58837.2820 58837.3978 DMX_0047 
58884.2022 +1.3886929e-03 1.083e-03 58884.1522 58884.2522 DMX_0048 
58901.1844 -1.5732995e-03 7.758e-04 58901.1060 58901.2628 DMX_0049 
58922.1414 +6.3276158e-03 2.796e-03 58922.0914 58922.1914 DMX_0050 
58944.0647 -1.4232712e-03 9.600e-04 58944.0082 58944.1211 DMX_0051 
58965.0039 +8.4606122e-04 1.042e-03 58964.9390 58965.0688 DMX_0052 
58986.9211 +1.8172476e-04 1.279e-03 58986.8711 58986.9711 DMX_0053 
59007.8733 +8.0016862e-04 1.147e-03 59007.8149 59007.9318 DMX_0054 
59041.7799 -2.6339737e-03 9.711e-04 59041.7212 59041.8386 DMX_0055 
59055.7367 -3.9124097e-04 1.000e-03 59055.6803 59055.7930 DMX_0056 
