# Mean DMX value = +2.534244e-05 
# Uncertainty in average DM = 1.19478e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57859.4414 +8.4696238e-04 8.793e-05 57859.2867 57859.5961 DMX_0056 
57893.9752 +1.1217845e-03 7.471e-05 57893.4148 57894.5355 DMX_0057 
57921.9066 +7.2475700e-04 8.877e-05 57921.3507 57922.4625 DMX_0058 
57949.3536 +5.8641962e-04 8.496e-05 57949.3036 57949.4036 DMX_0059 
57978.2576 +2.3380340e-04 7.259e-05 57977.1966 57979.3185 DMX_0060 
58015.5333 +2.9160490e-04 8.610e-05 58014.9797 58016.0868 DMX_0061 
58047.4318 +4.9665910e-04 6.992e-05 58046.9115 58047.9521 DMX_0062 
58060.4748 +3.3748592e-04 9.109e-05 58059.8717 58061.0779 DMX_0063 
58095.8231 -2.7064355e-04 7.072e-05 58094.7156 58096.9306 DMX_0064 
58133.8319 -8.8517355e-05 1.332e-04 58133.7819 58133.8819 DMX_0065 
58142.1160 -2.5434974e-04 8.542e-05 58141.5621 58142.6698 DMX_0066 
58161.2714 -1.8659207e-04 6.322e-05 58160.7154 58161.8275 DMX_0067 
58188.1985 -5.2583833e-04 7.710e-05 58187.6423 58188.7546 DMX_0068 
58216.6144 -5.7407213e-04 1.609e-04 58216.5588 58216.6700 DMX_0069 
58244.0283 -6.3909096e-04 8.426e-05 58243.4587 58244.5980 DMX_0070 
58270.7935 -6.2071868e-04 1.008e-04 58270.2573 58271.3297 DMX_0071 
58301.8861 -4.7854723e-04 1.162e-04 58301.3307 58302.4416 DMX_0072 
58335.7505 -1.0679303e-04 7.774e-05 58335.2109 58336.2900 DMX_0073 
58365.6721 +2.5953535e-04 7.355e-05 58365.1205 58366.2237 DMX_0074 
58397.5749 +1.6056622e-04 7.918e-05 58397.0247 58398.1252 DMX_0075 
58425.4945 +2.5581252e-04 1.470e-04 58424.9477 58426.0413 DMX_0076 
58461.3982 +1.4112399e-04 7.296e-05 58460.8484 58461.9480 DMX_0077 
58490.3343 -2.6974833e-04 8.554e-05 58489.8165 58490.8521 DMX_0078 
58517.2324 -6.6955070e-05 1.064e-04 58516.6701 58517.7948 DMX_0079 
58547.1456 -6.6030005e-04 1.112e-04 58545.6479 58548.6433 DMX_0080 
58582.0660 -6.0644995e-04 7.434e-05 58580.5169 58583.6150 DMX_0081 
58608.9925 -7.1850366e-04 9.511e-05 58608.4414 58609.5437 DMX_0082 
58635.9401 -1.2913908e-03 8.058e-05 58635.4099 58636.4703 DMX_0083 
58671.8245 -1.0769099e-03 9.891e-05 58671.2746 58672.3745 DMX_0084 
58699.7445 -1.2473211e-03 7.209e-05 58699.1925 58700.2965 DMX_0085 
58729.6583 -1.8694345e-03 1.073e-04 58729.1088 58730.2077 DMX_0086 
58759.5850 -2.1223651e-03 8.972e-05 58759.0347 58760.1353 DMX_0087 
58787.5045 -2.3800250e-03 8.425e-05 58786.9553 58788.0537 DMX_0088 
58827.4082 -2.2440044e-03 8.932e-05 58826.8584 58827.9580 DMX_0089 
58849.3455 -2.0626594e-03 1.187e-04 58848.7953 58849.8958 DMX_0090 
58882.2861 -2.1923764e-03 8.458e-05 58881.7389 58882.8332 DMX_0091 
58911.1695 -2.4483581e-03 6.719e-05 58910.6207 58911.7183 DMX_0092 
58945.0878 -2.5732898e-03 1.298e-04 58944.5288 58945.6469 DMX_0093 
