# Mean DMX value = -1.468344e-04 
# Uncertainty in average DM = 2.26719e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57715.0094 +5.4010454e-04 3.989e-04 57714.4567 57715.5621 DMX_0001 
57740.4216 +1.1127104e-03 4.521e-04 57740.3263 57740.5169 DMX_0002 
57893.4754 +2.0877340e-04 3.563e-04 57892.9198 57894.0310 DMX_0003 
57922.3977 -2.0047700e-03 9.381e-04 57921.8466 57922.9488 DMX_0004 
57949.3157 -2.5771764e-04 4.377e-04 57948.7648 57949.8666 DMX_0005 
57977.7308 +5.6980534e-04 4.060e-04 57976.6806 57978.7810 DMX_0006 
58012.1469 -9.2178350e-05 3.180e-04 58011.5973 58012.6965 DMX_0007 
58036.0745 -1.6274630e-03 1.051e-03 58035.5247 58036.6243 DMX_0008 
58062.0643 -1.6625349e-04 2.964e-04 58061.5042 58062.6243 DMX_0009 
58102.4307 +4.2773716e-04 3.882e-04 58101.4146 58103.4468 DMX_0010 
58135.8367 -3.6382594e-04 2.907e-04 58135.2662 58136.4072 DMX_0011 
58160.7424 -4.8853611e-04 2.774e-04 58160.1921 58161.2927 DMX_0012 
58188.1690 -1.9065101e-03 6.209e-04 58188.1190 58188.2190 DMX_0013 
58216.5866 -2.8252942e-04 3.361e-04 58216.0371 58217.1360 DMX_0014 
58240.5419 -3.6222801e-04 3.258e-04 58239.9796 58241.1043 DMX_0015 
58272.4401 -3.1776040e-04 4.839e-04 58271.8898 58272.9905 DMX_0016 
58301.3566 -1.4949171e-03 5.553e-04 58300.8065 58301.9066 DMX_0017 
58335.2210 +4.8118659e-04 5.934e-04 58334.6705 58335.7716 DMX_0018 
58364.6373 -1.3658177e-03 9.981e-04 58364.5873 58364.6873 DMX_0019 
58397.0553 -1.7308909e-04 4.753e-04 58396.5054 58397.6052 DMX_0020 
58424.4635 +2.1392406e-03 8.792e-04 58424.4135 58424.5135 DMX_0021 
58460.3801 +1.3624575e-03 5.008e-04 58460.3301 58460.4301 DMX_0022 
58489.2950 +4.1238696e-03 1.477e-03 58489.2450 58489.3450 DMX_0023 
58517.2466 -9.4833980e-04 1.205e-03 58517.1966 58517.2966 DMX_0024 
58544.6494 -3.4975608e-04 4.849e-04 58544.0993 58545.1995 DMX_0025 
58581.5453 -9.0783081e-05 3.531e-04 58579.9960 58583.0946 DMX_0026 
58636.3995 +2.8447872e-04 4.388e-04 58635.8498 58636.9493 DMX_0027 
58671.3058 -5.4107477e-04 4.521e-04 58670.7567 58671.8549 DMX_0028 
58699.7216 -1.7783947e-04 4.460e-04 58699.6716 58699.7716 DMX_0029 
58729.1385 -5.7757167e-04 6.069e-04 58728.5883 58729.6886 DMX_0030 
58788.0027 +5.8126515e-04 4.563e-04 58787.4526 58788.5528 DMX_0031 
58819.8992 +4.5769806e-04 4.746e-04 58819.3704 58820.4280 DMX_0032 
58849.3052 +8.4730295e-04 5.233e-04 58849.2552 58849.3552 DMX_0033 
58879.7223 +3.9097527e-04 3.948e-04 58879.1722 58880.2725 DMX_0034 
58942.5712 +6.1355978e-05 2.914e-04 58942.0364 58943.1059 DMX_0035 
