# Mean DMX value = +8.030332e-05 
# Uncertainty in average DM = 8.67801e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57579.6432 -7.1877042e-03 7.827e-05 57579.1285 57580.1579 DMX_0001 
57614.5189 -6.2230102e-03 1.392e-04 57613.9578 57615.0801 DMX_0002 
57647.4532 -6.3741182e-03 1.406e-04 57646.8960 57648.0105 DMX_0003 
57674.4651 -6.9309827e-03 1.320e-04 57673.8997 57675.0305 DMX_0004 
57734.8130 -5.0446816e-03 2.554e-04 57734.7566 57734.8694 DMX_0005 
57764.6437 -6.9411169e-03 2.412e-04 57764.5871 57764.7002 DMX_0006 
57796.5490 -6.8267934e-03 1.047e-04 57796.3901 57796.7079 DMX_0007 
57835.8986 -6.8369739e-03 1.336e-04 57835.3456 57836.4516 DMX_0008 
57893.2206 -7.3900737e-03 2.119e-04 57893.1618 57893.2793 DMX_0009 
57921.1561 -5.0095120e-03 3.295e-04 57921.0976 57921.2145 DMX_0010 
57948.5889 -6.4104870e-03 1.348e-04 57948.0254 57949.1525 DMX_0011 
57978.0099 -5.9002983e-03 3.079e-04 57977.9513 57978.0685 DMX_0012 
58009.5322 -6.5089208e-03 1.088e-04 58008.9936 58010.0708 DMX_0013 
58039.3874 -6.4512860e-03 1.206e-04 58038.9016 58039.8733 DMX_0014 
58070.3228 -4.9484500e-03 9.709e-05 58069.7204 58070.9252 DMX_0015 
58099.6451 -2.9233311e-03 3.597e-04 58099.5864 58099.7038 DMX_0016 
58138.1250 -2.9005540e-03 1.090e-04 58137.6076 58138.6424 DMX_0017 
58161.0276 -3.1442546e-03 1.591e-04 58160.4625 58161.5926 DMX_0018 
58188.4942 -2.9600628e-03 3.128e-04 58188.4424 58188.5459 DMX_0019 
58212.3683 +5.2665620e-04 3.660e-04 58212.3118 58212.4248 DMX_0020 
58244.8057 +4.8228775e-04 2.115e-04 58244.2610 58245.3505 DMX_0021 
58267.7725 +2.0659033e-03 2.061e-04 58267.2623 58268.2826 DMX_0022 
58302.1337 +1.3983757e-03 2.981e-04 58302.0764 58302.1909 DMX_0023 
58335.5188 +1.5254372e-03 1.903e-04 58334.9712 58336.0664 DMX_0024 
58365.9188 +2.4497294e-03 2.647e-04 58365.8601 58365.9775 DMX_0025 
58396.8244 +4.9831074e-03 3.643e-04 58396.7680 58396.8809 DMX_0026 
58425.7364 +4.6908566e-03 2.785e-04 58425.6788 58425.7939 DMX_0027 
58460.6463 +5.8269807e-03 4.290e-04 58460.5917 58460.7008 DMX_0028 
58461.6418 +5.2264820e-03 1.710e-04 58461.5843 58461.6993 DMX_0029 
58490.0997 +4.7665645e-03 1.302e-04 58489.5847 58490.6146 DMX_0030 
58517.4892 +3.8045670e-03 4.299e-04 58517.4369 58517.5415 DMX_0031 
58544.9297 +5.0098912e-03 1.627e-04 58544.3560 58545.5034 DMX_0032 
58580.3091 +4.8006260e-03 3.346e-04 58580.2518 58580.3663 DMX_0033 
58607.2545 +3.1121084e-03 3.020e-04 58607.2045 58607.3045 DMX_0034 
58636.7235 +3.7911739e-03 1.239e-04 58636.1123 58637.3347 DMX_0035 
58671.5810 +4.9726668e-03 1.484e-04 58671.0337 58672.1282 DMX_0036 
58699.9923 +4.2043392e-03 2.679e-04 58699.9358 58700.0489 DMX_0037 
58728.9083 +4.3782255e-03 3.381e-04 58728.8516 58728.9650 DMX_0038 
58759.3346 +3.9152834e-03 1.688e-04 58758.7810 58759.8882 DMX_0039 
58787.7499 +4.8866825e-03 3.241e-04 58787.6999 58787.7999 DMX_0040 
58826.6493 +5.6604658e-03 2.248e-04 58826.5955 58826.7031 DMX_0041 
58827.6520 +6.2484602e-03 3.909e-04 58827.5950 58827.7089 DMX_0042 
58849.5950 +5.9663403e-03 2.866e-04 58849.5382 58849.6518 DMX_0043 
58882.0330 +7.2271585e-03 2.189e-04 58881.4781 58882.5878 DMX_0044 
58939.3748 +4.9922419e-03 3.501e-04 58939.3181 58939.4316 DMX_0045 
