# Mean DMX value = +1.690750e-04 
# Uncertainty in average DM = 5.09516e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57681.0896 -7.4464785e-04 4.375e-04 57681.0109 57681.1682 DMX_0001 
57710.4702 +1.0408430e-03 4.512e-04 57709.9249 57711.0156 DMX_0002 
57743.9300 +3.2342764e-04 1.416e-04 57743.8434 57744.0165 DMX_0003 
57894.0257 -3.5437403e-04 1.962e-04 57893.4651 57894.5862 DMX_0004 
57921.9576 +8.0711462e-05 1.889e-04 57921.4024 57922.5129 DMX_0005 
57948.8896 -2.0201793e-04 2.043e-04 57948.3295 57949.4497 DMX_0006 
57978.3051 -9.8427326e-05 8.327e-05 57977.2468 57979.3633 DMX_0007 
58015.5811 -1.1923188e-04 1.056e-04 58015.0240 58016.1382 DMX_0008 
58047.9478 +5.9367158e-05 4.383e-04 58047.8926 58048.0031 DMX_0009 
58060.5234 +2.8187233e-04 1.185e-04 58059.9232 58061.1235 DMX_0010 
58095.8749 +4.0348398e-04 1.171e-04 58094.7676 58096.9823 DMX_0011 
58133.8761 -1.2346839e-04 4.451e-04 58133.8261 58133.9261 DMX_0012 
58142.1671 +2.3866006e-04 1.524e-04 58141.6169 58142.7172 DMX_0013 
58161.3216 +6.5617720e-06 2.020e-04 58160.7666 58161.8766 DMX_0014 
58188.2490 -1.7271220e-04 1.000e-04 58187.6937 58188.8044 DMX_0015 
58217.1636 -2.7977561e-04 1.271e-04 58216.6108 58217.7163 DMX_0016 
58244.0803 -1.8899820e-04 1.017e-04 58243.5121 58244.6486 DMX_0017 
58270.8415 -8.8423479e-05 1.659e-04 58270.3087 58271.3744 DMX_0018 
58301.9374 -2.5464261e-04 8.675e-05 58301.3819 58302.4928 DMX_0019 
58365.7316 -2.8852967e-04 6.450e-05 58365.1897 58366.2734 DMX_0020 
58397.6366 +2.7076628e-04 7.502e-05 58397.0866 58398.1866 DMX_0021 
58425.5540 -1.7691468e-04 8.152e-05 58425.0047 58426.1034 DMX_0022 
58461.4639 -1.0503618e-04 5.683e-05 58460.9184 58462.0094 DMX_0023 
58490.3843 -1.2581892e-04 1.375e-04 58489.8619 58490.9067 DMX_0024 
58517.2931 +1.9095857e-04 1.355e-04 58516.7327 58517.8536 DMX_0025 
58547.1955 +1.9443756e-05 1.218e-04 58545.7191 58548.6720 DMX_0026 
58582.1263 -6.2792571e-05 6.518e-05 58580.5766 58583.6760 DMX_0027 
58609.0535 -7.3983867e-05 7.617e-05 58608.5033 58609.6038 DMX_0028 
58636.0016 +1.3748373e-04 1.209e-04 58635.4722 58636.5310 DMX_0029 
58671.8880 -6.2644869e-05 9.772e-05 58671.3365 58672.4395 DMX_0030 
58699.8037 +1.0206809e-04 2.251e-04 58699.2535 58700.3540 DMX_0031 
58729.7201 +1.1902463e-04 1.140e-04 58729.1701 58730.2701 DMX_0032 
58759.6426 -3.0679512e-04 1.674e-04 58759.0883 58760.1968 DMX_0033 
58787.5667 +3.6805632e-05 1.047e-04 58787.0192 58788.1141 DMX_0034 
58827.4696 -6.0793214e-05 2.859e-04 58826.9192 58828.0199 DMX_0035 
58849.4075 -9.4043207e-06 1.386e-04 58848.8575 58849.9574 DMX_0036 
58882.3425 +3.6838607e-04 1.084e-04 58881.7898 58882.8952 DMX_0037 
58911.2308 +1.4491508e-04 1.167e-04 58910.6809 58911.7807 DMX_0038 
58945.1474 +7.4653708e-05 1.910e-04 58944.5872 58945.7075 DMX_0039 
