# Mean DMX value = +8.447543e-05 
# Uncertainty in average DM = 2.41611e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57389.2250 -3.2295105e-03 2.061e-03 57389.1617 57389.2883 DMX_0001 
57408.1724 -5.5085168e-03 1.370e-03 57408.1141 57408.2308 DMX_0002 
57431.1133 -5.3658071e-03 1.355e-03 57431.0559 57431.1706 DMX_0003 
57501.9123 -3.9258349e-03 1.422e-03 57501.8538 57501.9709 DMX_0004 
57536.8250 -5.9443579e-03 1.283e-03 57536.7668 57536.8832 DMX_0005 
57564.7440 -6.2745427e-03 1.343e-03 57564.6852 57564.8028 DMX_0006 
57585.6832 -6.5391551e-03 1.383e-03 57585.6248 57585.7415 DMX_0007 
57606.6299 -5.3890596e-03 1.236e-03 57606.5712 57606.6887 DMX_0008 
57627.5696 -5.7585499e-03 1.350e-03 57627.5117 57627.6274 DMX_0009 
57670.4554 +8.2095341e-04 1.664e-03 57670.3978 57670.5131 DMX_0010 
57688.4024 -2.3843141e-03 1.501e-03 57688.3441 57688.4607 DMX_0011 
57713.3211 -3.9756767e-03 1.694e-03 57713.2622 57713.3799 DMX_0012 
57732.2837 -4.8771016e-03 1.230e-03 57732.2249 57732.3424 DMX_0013 
57755.2200 -2.2283562e-03 1.676e-03 57755.1611 57755.2789 DMX_0014 
57774.1759 -3.6263477e-03 1.256e-03 57774.1182 57774.2336 DMX_0015 
57797.1112 -7.3647369e-04 1.373e-03 57797.0536 57797.1689 DMX_0016 
57817.0588 -4.4129070e-03 1.090e-03 57817.0003 57817.1173 DMX_0017 
57837.9849 -3.2668715e-03 1.382e-03 57837.9260 57838.0438 DMX_0018 
57859.9250 -3.4842446e-03 1.165e-03 57859.8661 57859.9839 DMX_0019 
57873.9079 -4.8495794e-03 1.057e-03 57873.8579 57873.9579 DMX_0020 
57880.8895 -7.5302928e-03 1.242e-03 57880.8395 57880.9395 DMX_0021 
57886.8521 -5.5364097e-03 9.816e-04 57886.7854 57886.9188 DMX_0022 
57901.8195 -1.7285492e-03 1.519e-03 57901.7608 57901.8783 DMX_0023 
57921.7658 -4.8360202e-03 1.016e-03 57921.7076 57921.8241 DMX_0024 
57937.7209 -6.1461830e-03 1.500e-03 57937.6622 57937.7796 DMX_0025 
57957.6617 -5.4147704e-03 1.452e-03 57957.6117 57957.7117 DMX_0026 
57977.6119 -3.8111107e-03 1.372e-03 57977.5541 57977.6698 DMX_0027 
58464.2748 +2.8086309e-03 1.227e-03 58464.2165 58464.3332 DMX_0028 
58504.1376 +3.4034029e-03 1.304e-03 58504.0790 58504.1963 DMX_0029 
58525.0757 +4.5022643e-03 1.069e-03 58525.0180 58525.1334 DMX_0030 
58546.0223 +5.3111310e-03 1.432e-03 58545.9633 58546.0814 DMX_0031 
58566.9808 +2.2088318e-03 2.068e-03 58566.9220 58567.0397 DMX_0032 
58587.9110 +1.8516965e-03 1.300e-03 58587.8521 58587.9699 DMX_0033 
58607.8428 +5.4349501e-03 1.513e-03 58607.7842 58607.9014 DMX_0034 
58630.8127 +3.4689130e-03 1.741e-03 58630.7536 58630.8717 DMX_0035 
58650.7505 +2.4719195e-03 1.223e-03 58650.6918 58650.8093 DMX_0036 
58691.6359 +2.4976556e-03 1.730e-03 58691.5773 58691.6946 DMX_0037 
58713.5683 +1.3494933e-03 1.297e-03 58713.5095 58713.6271 DMX_0038 
58734.5454 +4.3068832e-03 1.829e-03 58734.4868 58734.6040 DMX_0039 
58755.4500 +1.7760302e-03 1.917e-03 58755.3912 58755.5087 DMX_0040 
58778.4012 +4.4273020e-03 1.501e-03 58778.3425 58778.4599 DMX_0041 
58792.3547 +3.8814736e-03 1.198e-03 58792.3047 58792.4047 DMX_0042 
58818.2763 +3.9271265e-03 1.205e-03 58818.2176 58818.3351 DMX_0043 
58884.1066 +6.5983607e-03 1.573e-03 58884.0566 58884.1566 DMX_0044 
58901.0593 +8.5447705e-03 1.393e-03 58901.0093 58901.1093 DMX_0045 
58943.9347 +8.2923988e-03 1.735e-03 58943.8847 58943.9847 DMX_0046 
58964.8859 +7.6374518e-03 1.283e-03 58964.8272 58964.9447 DMX_0047 
58986.8231 +7.8492226e-03 1.274e-03 58986.7731 58986.8731 DMX_0048 
59007.7692 +4.4787675e-03 1.892e-03 59007.7191 59007.8192 DMX_0049 
59041.6665 +1.2069866e-02 1.730e-03 59041.6078 59041.7252 DMX_0050 
59056.6192 +6.8610476e-03 1.708e-03 59056.5606 59056.6779 DMX_0051 
