# Mean DMX value = -7.392169e-04 
# Uncertainty in average DM = 7.19628e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
53217.6033 +6.3893374e-04 1.053e-04 53215.9808 53219.2257 DMX_0001 
53694.1137 +3.2483725e-04 8.241e-05 53693.4639 53694.7636 DMX_0002 
53738.5045 +4.4031003e-04 7.472e-05 53738.4493 53738.5597 DMX_0003 
53799.3777 +2.9451010e-04 7.166e-05 53798.2279 53800.5274 DMX_0004 
53838.7696 +3.2574944e-04 7.268e-05 53838.1226 53839.4167 DMX_0005 
53858.7183 +3.2339823e-04 7.541e-05 53858.0696 53859.3670 DMX_0006 
53889.6303 +4.5953268e-05 8.467e-05 53888.9829 53890.2776 DMX_0007 
53918.5546 +8.2693765e-05 6.570e-05 53917.9063 53919.2029 DMX_0008 
53980.8791 +2.8208725e-04 2.089e-04 53979.7310 53982.0271 DMX_0009 
54011.7955 +2.3308195e-04 7.016e-05 54009.6523 54013.9388 DMX_0010 
54036.2106 +3.4939553e-04 9.167e-05 54035.5797 54036.8415 DMX_0011 
54101.0512 +4.3797759e-04 8.209e-05 54100.4042 54101.6982 DMX_0012 
54133.9723 +1.4212398e-04 8.479e-05 54133.3348 54134.6099 DMX_0013 
54374.3024 +1.3437700e-05 9.542e-05 54373.6568 54374.9480 DMX_0014 
54401.2257 +4.6609011e-05 8.609e-05 54400.5748 54401.8765 DMX_0015 
54429.1598 -1.4363717e-05 7.532e-05 54428.5076 54429.8119 DMX_0016 
54527.8852 +1.8108575e-05 6.207e-05 54526.2423 54529.5281 DMX_0017 
54552.8235 -6.7999917e-05 6.887e-05 54552.1706 54553.4764 DMX_0018 
54579.7595 -2.8163784e-05 6.566e-05 54578.1062 54581.4128 DMX_0019 
54641.5752 -1.6466075e-04 7.667e-05 54640.9266 54642.2238 DMX_0020 
54673.4898 +1.4202880e-05 7.207e-05 54672.8393 54674.1402 DMX_0021 
54708.9458 +5.6214838e-06 6.514e-05 54706.8561 54711.0355 DMX_0022 
54852.9960 +4.5079345e-05 1.218e-04 54850.3534 54855.6385 DMX_0023 
54883.9119 +1.3059324e-04 8.072e-05 54882.2661 54885.5577 DMX_0024 
54914.8273 -1.1607781e-05 6.305e-05 54913.1814 54916.4732 DMX_0025 
54945.1891 -2.2022718e-05 6.029e-05 54942.1024 54948.2757 DMX_0026 
54975.6550 +2.7480322e-06 7.644e-05 54973.0104 54978.2996 DMX_0027 
55004.5815 +2.2382561e-04 6.980e-05 55003.9327 55005.2302 DMX_0028 
55030.5105 +2.8668431e-05 6.456e-05 55029.8618 55031.1592 DMX_0029 
55069.4044 +3.3078895e-05 6.055e-05 55065.7637 55073.0450 DMX_0030 
55097.8148 +1.8066230e-04 8.802e-05 55094.6727 55100.9569 DMX_0031 
55120.7517 +1.3628458e-04 6.391e-05 55118.6067 55122.8966 DMX_0032 
55156.1758 +1.4825899e-04 7.967e-05 55154.5093 55157.8423 DMX_0033 
55215.4919 -6.0771000e-05 7.696e-05 55214.3446 55216.6391 DMX_0034 
