# Mean DMX value = -2.334884e-04 
# Uncertainty in average DM = 1.17166e-03 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57221.6479 +1.2080495e-03 1.933e-04 57221.5979 57221.6979 DMX_0001 
57228.6473 +2.6897476e-03 1.871e-04 57228.5876 57228.7071 DMX_0002 
57236.6160 +1.1671058e-03 2.039e-04 57236.5563 57236.6758 DMX_0003 
57249.5760 +9.7756591e-04 2.053e-04 57249.5199 57249.6321 DMX_0004 
57258.5653 +7.7364950e-04 1.994e-04 57258.5055 57258.6252 DMX_0005 
57268.5266 +1.3911035e-03 2.209e-04 57268.4669 57268.5864 DMX_0006 
57284.4752 +3.6983728e-03 2.655e-04 57284.4252 57284.5252 DMX_0007 
57781.1353 +2.1680444e-04 1.396e-04 57781.0709 57781.1998 DMX_0008 
57809.0552 -3.1701954e-05 9.209e-05 57808.9906 57809.1197 DMX_0009 
57822.0256 +5.6608780e-05 9.422e-05 57821.9612 57822.0900 DMX_0010 
57836.9605 +1.7851905e-04 2.548e-04 57836.8962 57837.0248 DMX_0011 
57850.9419 -1.0151484e-04 9.383e-05 57850.8775 57851.0064 DMX_0012 
57865.8919 +4.1308536e-04 3.025e-04 57865.8276 57865.9563 DMX_0013 
57892.8085 +4.7762566e-04 1.046e-04 57892.7444 57892.8726 DMX_0014 
57906.7959 +2.9322713e-05 8.977e-05 57906.7316 57906.8601 DMX_0015 
57920.7523 +1.3483288e-04 9.221e-05 57920.6880 57920.8165 DMX_0016 
57934.7207 +1.5883054e-04 9.457e-05 57934.6563 57934.7851 DMX_0017 
58250.3351 -3.3987029e-04 1.301e-04 58248.7788 58251.8915 DMX_0018 
58270.7928 -4.2482932e-04 1.875e-04 58270.7288 58270.8568 DMX_0019 
58621.8521 -1.2725996e-03 1.274e-04 58621.7881 58621.9161 DMX_0020 
58649.7357 -1.0735004e-03 1.405e-04 58649.6717 58649.7997 DMX_0021 
58711.5707 -1.2578899e-03 1.505e-04 58711.5066 58711.6347 DMX_0022 
58743.4775 -9.2793320e-04 1.707e-04 58743.4134 58743.5416 DMX_0023 
58766.4224 -7.2828916e-04 2.762e-04 58766.3584 58766.4863 DMX_0024 
58788.3560 -1.0210616e-03 2.223e-04 58788.2919 58788.4200 DMX_0025 
58823.2733 -7.9748785e-04 1.011e-04 58823.2094 58823.3373 DMX_0026 
58850.2214 -1.2926935e-03 1.018e-04 58850.1573 58850.2854 DMX_0027 
58898.0695 -1.4700988e-03 9.477e-05 58898.0056 58898.1333 DMX_0028 
58928.0076 -1.4392647e-03 9.865e-05 58927.9436 58928.0717 DMX_0029 
58957.9126 -1.3924890e-03 9.673e-05 58957.8485 58957.9766 DMX_0030 
