# Mean DMX value = +1.244889e-05 
# Uncertainty in average DM = 1.20860e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57682.9608 +7.3791729e-04 1.082e-04 57682.9108 57683.0108 DMX_0001 
57712.3655 +8.7845157e-04 1.167e-04 57711.8024 57712.9286 DMX_0002 
57745.2879 +8.5805352e-04 1.331e-04 57744.7434 57745.8323 DMX_0003 
57893.9503 -2.0128119e-04 7.931e-05 57893.3901 57894.5105 DMX_0004 
57921.8816 -3.2026945e-04 5.826e-05 57921.3259 57922.4374 DMX_0005 
57948.8153 -5.1567643e-04 9.286e-05 57948.2528 57949.3778 DMX_0006 
57978.2346 -4.6917640e-04 1.026e-04 57977.1726 57979.2965 DMX_0007 
58015.5009 -4.8631869e-04 8.779e-05 58014.9401 58016.0617 DMX_0008 
58047.4041 -7.9483959e-04 5.466e-05 58046.8813 58047.9269 DMX_0009 
58060.4514 -8.5944359e-04 7.303e-05 58059.8468 58061.0560 DMX_0010 
58096.8501 -9.2256345e-04 6.396e-05 58096.7950 58096.9052 DMX_0011 
58133.8100 -1.3400819e-03 1.395e-04 58133.7600 58133.8600 DMX_0012 
58142.0918 -1.2150456e-03 7.930e-05 58141.5372 58142.6464 DMX_0013 
58161.2460 -1.1047326e-03 8.802e-05 58160.6902 58161.8019 DMX_0014 
58188.1732 -7.0981198e-04 7.716e-05 58187.6170 58188.7294 DMX_0015 
58217.0891 -7.3722866e-04 1.474e-04 58216.5338 58217.6445 DMX_0016 
58244.0041 -4.0523780e-04 7.272e-05 58243.4351 58244.5732 DMX_0017 
58270.7703 -2.9862484e-04 5.140e-05 58270.2322 58271.3083 DMX_0018 
58301.8609 -3.3220440e-04 1.007e-04 58301.3058 58302.4161 DMX_0019 
58335.7151 -6.1782551e-04 6.087e-05 58335.1608 58336.2695 DMX_0020 
58365.5912 -5.3640239e-04 4.960e-05 58364.9840 58366.1984 DMX_0021 
58397.5550 -1.7931728e-04 6.502e-05 58397.0049 58398.1051 DMX_0022 
58425.4746 +2.2249979e-04 1.066e-04 58424.9283 58426.0209 DMX_0023 
58461.3782 +1.4818619e-04 8.289e-05 58460.8283 58461.9280 DMX_0024 
58490.3147 +4.9502801e-04 1.908e-04 58489.7951 58490.8343 DMX_0025 
58517.2120 +8.1678539e-04 8.799e-05 58516.6498 58517.7742 DMX_0026 
58547.1318 +6.5405994e-04 7.628e-05 58545.6285 58548.6351 DMX_0027 
58582.0459 +5.7309638e-04 7.906e-05 58580.4973 58583.5945 DMX_0028 
58608.9726 -1.4158935e-04 4.704e-05 58608.4211 58609.5242 DMX_0029 
58635.9199 -3.4525806e-04 1.192e-04 58635.3892 58636.4506 DMX_0030 
58671.8039 +1.1079213e-05 1.047e-04 58671.2536 58672.3541 DMX_0031 
58699.7249 +1.6311582e-04 8.429e-05 58699.1725 58700.2773 DMX_0032 
58729.6380 +2.8146267e-04 6.747e-05 58729.0887 58730.1873 DMX_0033 
58759.5645 +4.7878669e-04 1.379e-04 58759.0140 58760.1151 DMX_0034 
58787.4850 +5.4359505e-04 6.276e-05 58786.9357 58788.0343 DMX_0035 
58827.3882 +7.7137597e-04 9.050e-05 58826.8386 58827.9378 DMX_0036 
58849.3251 +1.1935414e-03 1.072e-04 58848.7747 58849.8755 DMX_0037 
58882.2667 +1.0607409e-03 7.132e-05 58881.7202 58882.8131 DMX_0038 
58911.1499 +1.2656840e-03 7.889e-05 58910.6006 58911.6991 DMX_0039 
58945.0679 +1.3794694e-03 8.319e-05 58944.5095 58945.6263 DMX_0040 
