# Mean DMX value = -4.191240e-04 
# Uncertainty in average DM = 3.14303e-02 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
53218.0810 +7.6949172e-03 2.948e-04 53216.9491 53219.2129 DMX_0001 
53292.4455 +8.1611383e-03 2.156e-04 53291.7884 53293.1026 DMX_0002 
53448.2991 +9.4131533e-03 1.947e-04 53446.1741 53450.4241 DMX_0003 
53535.5512 +9.0897227e-03 2.366e-04 53534.8949 53536.2075 DMX_0004 
53737.4732 +7.9558648e-03 1.839e-04 53736.3171 53738.6294 DMX_0005 
53770.3455 +7.9468760e-03 2.129e-04 53769.2497 53771.4413 DMX_0006 
53799.3222 +7.6521055e-03 1.829e-04 53798.1722 53800.4722 DMX_0007 
53838.7146 +7.8557675e-03 1.785e-04 53838.0679 53839.3612 DMX_0008 
53858.6611 +7.3659599e-03 1.786e-04 53858.0164 53859.3057 DMX_0009 
53889.5754 +7.6341894e-03 1.757e-04 53888.9296 53890.2211 DMX_0010 
53918.4953 +7.1877806e-03 1.946e-04 53917.8460 53919.1446 DMX_0011 
53980.8246 +6.6768143e-03 2.086e-04 53979.6770 53981.9721 DMX_0012 
54011.7399 +6.2415385e-03 2.128e-04 54009.5949 54013.8849 DMX_0013 
54036.1550 +6.3619141e-03 2.130e-04 54035.5241 54036.7859 DMX_0014 
54100.9951 +5.8347893e-03 2.286e-04 54100.3464 54101.6438 DMX_0015 
54374.2498 +6.6184718e-03 2.808e-04 54373.5994 54374.9002 DMX_0016 
54401.1772 +5.7816244e-03 2.638e-04 54400.5294 54401.8251 DMX_0017 
54463.9946 +5.7277118e-03 2.259e-04 54462.3488 54465.6403 DMX_0018 
54527.8146 +4.7134129e-03 1.966e-04 54526.1673 54529.4619 DMX_0019 
54551.7452 +4.1853392e-03 2.569e-04 54551.0954 54552.3950 DMX_0020 
54578.6751 +4.1053104e-03 2.297e-04 54576.0257 54581.3246 DMX_0021 
54641.5074 +4.8853866e-03 3.929e-04 54640.8638 54642.1509 DMX_0022 
54673.4150 +5.0094704e-03 2.684e-04 54672.7663 54674.0636 DMX_0023 
54709.3167 +5.4440555e-03 2.772e-04 54707.6708 54710.9626 DMX_0024 
54767.1583 +5.4027404e-03 2.925e-04 54765.5123 54768.8042 DMX_0025 
54852.9238 +4.8043381e-03 3.125e-04 54850.2807 54855.5669 DMX_0026 
54883.8396 +4.9248739e-03 2.649e-04 54882.1937 54885.4855 DMX_0027 
54914.7544 +4.1411544e-03 2.642e-04 54913.1086 54916.4002 DMX_0028 
54945.1220 +4.1648908e-03 2.178e-04 54942.0292 54948.2147 DMX_0029 
54975.5878 +4.8218991e-03 2.620e-04 54972.9447 54978.2309 DMX_0030 
55004.5086 +5.4893895e-03 2.694e-04 55003.8600 55005.1573 DMX_0031 
55030.4376 +6.1667024e-03 2.801e-04 55029.7889 55031.0863 DMX_0032 
55069.3312 +7.5075387e-03 2.967e-04 55065.6909 55072.9715 DMX_0033 
55097.7467 +6.1447450e-03 3.172e-04 55094.6045 55100.8889 DMX_0034 
55120.6840 +5.3871278e-03 3.232e-04 55118.5394 55122.8286 DMX_0035 
55215.4261 +3.3294199e-03 2.934e-04 55214.2802 55216.5719 DMX_0036 
55244.3454 +3.2842405e-03 2.599e-04 55243.1984 55245.4924 DMX_0037 
55276.7566 +3.0886792e-03 2.266e-04 55275.2108 55278.3025 DMX_0038 
55306.1759 +3.5278604e-03 2.544e-04 55305.1294 55307.2223 DMX_0039 
55338.5913 +4.1144449e-03 2.240e-04 55337.0421 55340.1406 DMX_0040 
55363.0419 +4.0716186e-03 2.465e-04 55360.9769 55365.1070 DMX_0041 
55392.9888 +4.9591527e-03 2.407e-04 55389.9521 55396.0255 DMX_0042 
55430.3812 +4.7931422e-03 2.387e-04 55429.8320 55430.9304 DMX_0043 
55462.7928 +4.5365456e-03 2.311e-04 55461.7458 55463.8399 DMX_0044 
55493.1643 +4.5459982e-03 2.394e-04 55492.6159 55493.7127 DMX_0045 
55520.5894 +3.5585624e-03 4.134e-04 55520.5394 55520.6394 DMX_0046 
55521.5867 +4.7797100e-03 2.756e-04 55521.5367 55521.6367 DMX_0047 
55542.5734 +3.7953348e-03 2.702e-04 55542.5234 55542.6234 DMX_0048 
55543.5721 +2.9613264e-03 3.509e-04 55543.5221 55543.6221 DMX_0049 
55578.9740 +2.8815639e-03 1.849e-04 55578.4258 55579.5223 DMX_0050 
