# Mean DMX value = -7.816540e-04 
# Uncertainty in average DM = 3.23697e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56970.8725 -1.7461344e-03 6.357e-04 56970.8225 56970.9225 DMX_0001 
56990.8287 -9.9908072e-04 5.124e-04 56990.7729 56990.8844 DMX_0002 
57014.7341 -1.7321717e-04 6.414e-04 57014.6773 57014.7910 DMX_0003 
57054.6504 +1.1050444e-03 6.742e-04 57054.5917 57054.7091 DMX_0004 
57075.5844 +1.7432861e-03 6.023e-04 57075.5253 57075.6435 DMX_0005 
57095.5222 +2.2181994e-03 3.894e-04 57095.4630 57095.5814 DMX_0006 
57117.4840 +1.8307755e-03 3.724e-04 57117.4246 57117.5433 DMX_0007 
57138.4087 +3.1131561e-03 3.999e-04 57138.3495 57138.4678 DMX_0008 
57185.2753 +5.1402301e-03 3.986e-04 57185.2161 57185.3344 DMX_0009 
57201.2318 +5.6462115e-03 3.891e-04 57201.1726 57201.2910 DMX_0010 
57234.1507 +3.7702673e-03 1.146e-03 57234.1007 57234.2007 DMX_0011 
57242.1196 +3.9188863e-03 3.955e-04 57242.0605 57242.1787 DMX_0012 
57265.0563 +4.4207911e-03 4.242e-04 57264.9972 57265.1153 DMX_0013 
57306.9325 +4.0797439e-03 4.453e-04 57306.8825 57306.9825 DMX_0014 
57327.9033 +5.4962024e-03 3.856e-04 57327.8441 57327.9625 DMX_0015 
57348.8270 +5.3046997e-03 3.904e-04 57348.7678 57348.8862 DMX_0016 
57376.7676 +3.7782578e-03 3.887e-04 57376.7083 57376.8268 DMX_0017 
57410.6758 +4.5915953e-03 4.076e-04 57410.6172 57410.7345 DMX_0018 
57433.6134 +4.9898211e-03 3.985e-04 57433.5547 57433.6721 DMX_0019 
57508.4192 +6.4094664e-03 4.026e-04 57508.3605 57508.4779 DMX_0020 
57536.3423 +8.1353621e-03 3.903e-04 57536.2836 57536.4009 DMX_0021 
57557.2641 +7.6545919e-03 3.982e-04 57557.2054 57557.3228 DMX_0022 
57579.2074 +6.8967972e-03 3.770e-04 57579.1486 57579.2661 DMX_0023 
57594.1869 +7.0703534e-03 3.955e-04 57594.1283 57594.2455 DMX_0024 
57622.0977 +3.7979614e-03 3.600e-04 57622.0390 57622.1564 DMX_0025 
57640.0374 +3.4604621e-03 3.739e-04 57639.9788 57640.0961 DMX_0026 
57666.9647 +3.2949239e-03 3.693e-04 57666.9060 57667.0235 DMX_0027 
57686.9112 +3.6953471e-03 3.861e-04 57686.8526 57686.9699 DMX_0028 
57710.8437 +1.5383079e-03 3.684e-04 57710.7851 57710.9023 DMX_0029 
57733.7810 +1.6824121e-04 3.697e-04 57733.7222 57733.8397 DMX_0030 
57752.7320 +4.9581637e-04 3.558e-04 57752.6731 57752.7908 DMX_0031 
57775.6660 +1.3452799e-03 3.338e-04 57775.6073 57775.7247 DMX_0032 
57789.6277 +1.1304231e-05 3.361e-04 57789.5689 57789.6865 DMX_0033 
57804.5895 +1.9541627e-03 3.306e-04 57804.5308 57804.6482 DMX_0034 
57823.5381 +3.2527841e-03 3.728e-04 57823.4792 57823.5969 DMX_0035 
57844.4893 +3.6928239e-03 3.750e-04 57844.4305 57844.5481 DMX_0036 
57865.4299 +1.9782465e-03 3.585e-04 57865.3710 57865.4889 DMX_0037 
57873.3989 +1.7386672e-03 3.323e-04 57873.3402 57873.4577 DMX_0038 
57885.3656 +2.0074967e-03 3.399e-04 57885.3069 57885.4243 DMX_0039 
57907.3084 +1.4183729e-03 3.594e-04 57907.2498 57907.3671 DMX_0040 
57927.2646 +4.8823759e-04 3.685e-04 57927.2059 57927.3233 DMX_0041 
57949.2150 +6.2344216e-04 3.844e-04 57949.1650 57949.2650 DMX_0042 
