# Mean DMX value = +9.837376e-05 
# Uncertainty in average DM = 4.18954e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57682.8599 -7.4866140e-04 5.613e-04 57682.8028 57682.9171 DMX_0001 
57712.2674 -1.1101005e-03 3.294e-04 57711.6953 57712.8396 DMX_0002 
57744.6895 -1.1778764e-03 9.076e-04 57744.6316 57744.7474 DMX_0003 
57745.6776 -9.2183939e-04 3.785e-04 57745.6202 57745.7351 DMX_0004 
57893.7498 -1.4795365e-03 2.976e-04 57893.1842 57894.3154 DMX_0005 
57921.7027 -1.7006302e-03 3.000e-04 57921.1593 57922.2461 DMX_0006 
57948.6129 -1.3143266e-03 2.932e-04 57948.0479 57949.1778 DMX_0007 
57978.5335 -1.5061472e-03 3.450e-04 57977.9741 57979.0930 DMX_0008 
58009.5542 -1.3950435e-03 3.083e-04 58009.0164 58010.0921 DMX_0009 
58039.4104 -8.3509283e-04 3.042e-04 58038.9239 58039.8970 DMX_0010 
58070.3430 -1.0420075e-03 5.976e-04 58069.7381 58070.9479 DMX_0011 
58099.6664 +2.0770850e-04 3.460e-03 58099.6095 58099.7233 DMX_0012 
58138.1489 -1.1574987e-03 4.073e-04 58137.6304 58138.6674 DMX_0013 
58161.0486 -8.5759221e-04 2.254e-04 58160.4849 58161.6123 DMX_0014 
58187.9848 +5.5072997e-05 1.016e-03 58187.4119 58188.5577 DMX_0015 
58211.8874 -4.1429025e-04 2.687e-04 58211.3301 58212.4448 DMX_0016 
58244.8212 -4.8174039e-04 2.452e-04 58244.2665 58245.3758 DMX_0017 
58267.7944 -4.2151168e-04 3.306e-04 58267.2829 58268.3059 DMX_0018 
58301.6593 -2.7244438e-04 2.855e-04 58301.0995 58302.2191 DMX_0019 
58335.5381 -2.7590980e-04 3.162e-04 58334.9866 58336.0897 DMX_0020 
58365.4525 -2.3452690e-04 2.795e-04 58364.9047 58366.0003 DMX_0021 
58396.8450 -1.2905310e-04 6.556e-04 58396.7871 58396.9029 DMX_0022 
58425.2641 -1.8169241e-04 2.824e-04 58424.7115 58425.8167 DMX_0023 
58460.6653 -4.3578466e-04 1.079e-03 58460.6071 58460.7234 DMX_0024 
58461.6638 +1.1665917e-04 2.742e-04 58461.6054 58461.7222 DMX_0025 
58490.1183 -1.7031770e-04 2.863e-04 58489.5989 58490.6378 DMX_0026 
58518.0501 +6.5446751e-04 2.194e-04 58517.4483 58518.6519 DMX_0027 
58544.9496 +8.6382388e-05 4.550e-04 58544.3769 58545.5223 DMX_0028 
58581.8328 +6.7537384e-04 2.633e-04 58580.2726 58583.3930 DMX_0029 
58607.2688 +9.2451398e-04 3.824e-04 58607.2103 58607.3272 DMX_0030 
58636.7454 +6.9230117e-04 3.064e-04 58636.1325 58637.3583 DMX_0031 
58671.5985 +5.1419092e-04 2.685e-04 58671.0462 58672.1508 DMX_0032 
58699.5138 +8.6666622e-04 3.516e-04 58698.9578 58700.0698 DMX_0033 
58729.4276 +1.3530960e-03 2.639e-04 58728.8708 58729.9844 DMX_0034 
58759.3518 +7.9580763e-04 2.664e-04 58758.7924 58759.9113 DMX_0035 
58786.7686 +4.7662587e-03 1.240e-03 58786.7104 58786.8267 DMX_0036 
58826.6747 +1.1040212e-03 2.224e-04 58826.6162 58826.7331 DMX_0037 
58827.6736 -9.0253959e-04 1.149e-03 58827.6155 58827.7318 DMX_0038 
58849.1135 +8.3983345e-04 2.651e-04 58848.5545 58849.6725 DMX_0039 
58882.0501 +1.2193583e-03 3.378e-04 58881.4913 58882.6088 DMX_0040 
58906.4847 +1.0798051e-03 2.571e-04 58905.4429 58907.5265 DMX_0041 
58939.8943 +3.2146467e-03 7.909e-04 58939.3377 58940.4509 DMX_0042 
