# Mean DMX value = +1.380155e-04 
# Uncertainty in average DM = 9.68722e-05 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55042.0575 +1.8454531e-03 2.820e-04 55041.9928 55042.1222 DMX_0001 
55087.9249 +1.8936051e-03 2.376e-04 55087.8633 55087.9866 DMX_0002 
55105.8618 +1.8869790e-03 3.481e-04 55105.8035 55105.9201 DMX_0003 
55171.6879 +1.4199959e-03 1.206e-04 55171.6293 55171.7466 DMX_0004 
55206.5910 +1.3428529e-03 1.406e-04 55206.5237 55206.6582 DMX_0005 
55357.1925 +1.4545847e-03 1.163e-04 55357.1298 55357.2553 DMX_0006 
55358.2121 +1.5593548e-03 1.997e-04 55358.1529 55358.2713 DMX_0007 
55493.8074 +1.5454592e-03 2.884e-04 55493.7481 55493.8666 DMX_0008 
55639.4060 +1.4147107e-03 3.715e-04 55639.3463 55639.4658 DMX_0009 
55759.1129 +9.3513216e-04 7.142e-05 55759.0518 55759.1741 DMX_0010 
55791.0198 +1.2120030e-03 1.220e-04 55790.9610 55791.0785 DMX_0011 
55819.9379 +1.1946014e-03 1.491e-04 55819.8775 55819.9982 DMX_0012 
55850.8724 +1.1593114e-03 1.109e-04 55850.8114 55850.9333 DMX_0013 
55877.7911 +1.0258571e-03 7.134e-05 55877.7304 55877.8518 DMX_0014 
55910.6944 +1.0189824e-03 9.118e-05 55910.6324 55910.7565 DMX_0015 
55934.6266 +9.4134960e-04 1.452e-04 55934.5669 55934.6863 DMX_0016 
55996.4660 +1.0394716e-03 1.676e-04 55996.4160 55996.5160 DMX_0017 
56020.3914 +7.9385304e-04 2.741e-05 56020.3299 56020.4529 DMX_0018 
56059.2744 +9.8984893e-04 1.417e-04 56059.2244 56059.3244 DMX_0019 
56108.1371 +9.8639793e-04 9.491e-05 56108.0871 56108.1871 DMX_0020 
56139.0546 +8.3199395e-04 1.645e-04 56139.0046 56139.1046 DMX_0021 
56172.9445 +9.2349138e-04 6.839e-05 56172.8945 56172.9945 DMX_0022 
56209.8440 +1.2199757e-03 1.233e-04 56209.7940 56209.8940 DMX_0023 
56250.7280 +8.3459902e-04 4.296e-05 56250.6726 56250.7835 DMX_0024 
56284.6595 +9.3008744e-04 2.300e-05 56284.5928 56284.7262 DMX_0025 
56305.6088 +8.6167295e-04 3.242e-05 56305.5484 56305.6692 DMX_0026 
56325.5457 +8.5908306e-04 3.561e-05 56325.4879 56325.6035 DMX_0027 
56345.5117 +7.8643192e-04 3.135e-05 56345.4409 56345.5825 DMX_0028 
56403.3321 +7.1759771e-04 2.615e-05 56403.2724 56403.3918 DMX_0029 
56425.2692 +6.7806822e-04 2.064e-05 56425.1975 56425.3410 DMX_0030 
56446.2128 +7.5378563e-04 3.313e-05 56446.1506 56446.2749 DMX_0031 
56465.1628 +6.8527635e-04 2.675e-05 56465.0950 56465.2306 DMX_0032 
56511.0401 +6.7062778e-04 5.535e-05 56510.9800 56511.1003 DMX_0033 
56531.9817 +6.9990376e-04 2.407e-05 56531.9107 56532.0528 DMX_0034 
56549.9318 +6.7604678e-04 2.904e-05 56549.8718 56549.9918 DMX_0035 
56571.8653 +6.6764259e-04 2.241e-05 56571.7930 56571.9375 DMX_0036 
56593.8036 +6.7328544e-04 2.781e-05 56593.7341 56593.8731 DMX_0037 
