# Mean DMX value = -7.957858e-05 
# Uncertainty in average DM = 7.16631e-06 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
53292.5288 +2.7103240e-03 6.521e-05 53291.8811 53293.1765 DMX_0001 
53799.4829 +2.1438922e-03 1.874e-05 53798.3316 53800.6343 DMX_0002 
53838.8715 +2.0449342e-03 2.100e-05 53838.2257 53839.5174 DMX_0003 
53858.8220 +2.0089419e-03 1.659e-05 53858.1698 53859.4743 DMX_0004 
53889.7378 +1.9364191e-03 1.441e-05 53889.0900 53890.3857 DMX_0005 
53980.9835 +1.8119492e-03 2.142e-05 53979.8399 53982.1271 DMX_0006 
54011.9019 +1.8234513e-03 1.515e-05 54009.7552 54014.0485 DMX_0007 
54036.3284 +1.8369358e-03 1.860e-05 54035.6868 54036.9700 DMX_0008 
54101.1561 +1.9087671e-03 1.906e-05 54100.5105 54101.8017 DMX_0009 
54134.0661 +1.6685188e-03 2.391e-05 54133.4180 54134.7143 DMX_0010 
54219.3345 +1.5465481e-03 2.165e-05 54218.1883 54220.4807 DMX_0011 
54374.4076 +1.5347605e-03 1.678e-05 54373.7559 54375.0593 DMX_0012 
54429.2556 +1.5867346e-03 1.736e-05 54428.6020 54429.9092 DMX_0013 
54527.9757 +1.5091298e-03 1.351e-05 54526.3339 54529.6174 DMX_0014 
54552.9189 +1.4267410e-03 1.774e-05 54552.2710 54553.5668 DMX_0015 
54579.8420 +1.4390937e-03 1.645e-05 54578.1963 54581.4877 DMX_0016 
54641.6764 +1.3918956e-03 1.637e-05 54641.0239 54642.3289 DMX_0017 
54708.9863 +1.3771030e-03 1.946e-05 54706.8437 54711.1289 DMX_0018 
54766.8324 +1.3434643e-03 1.523e-05 54764.6852 54768.9797 DMX_0019 
54795.7442 +1.3491025e-03 1.922e-05 54794.5884 54796.9001 DMX_0020 
54883.0143 +1.2783694e-03 1.416e-05 54880.3749 54885.6538 DMX_0021 
54914.9255 +1.1361030e-03 2.475e-05 54913.2802 54916.5708 DMX_0022 
54945.2890 +1.1393583e-03 2.001e-05 54942.1990 54948.3790 DMX_0023 
54977.3461 +9.8784590e-04 2.076e-05 54976.2904 54978.4017 DMX_0024 
55004.6770 +1.0843178e-03 2.608e-05 55004.0296 55005.3244 DMX_0025 
55069.4982 +1.1168528e-03 1.453e-05 55065.8608 55073.1357 DMX_0026 
55097.9166 +1.1637405e-03 1.908e-05 55094.7746 55101.0585 DMX_0027 
55120.8519 +1.1189788e-03 1.662e-05 55118.7095 55122.9943 DMX_0028 
55156.2779 +1.0992378e-03 1.556e-05 55154.6112 55157.9445 DMX_0029 
55215.5947 +1.1195388e-03 1.215e-05 55214.4475 55216.7419 DMX_0030 
