# Mean DMX value = +3.463611e-04 
# Uncertainty in average DM = 8.93020e-05 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57682.9407 -5.5236726e-04 9.756e-05 57682.8907 57682.9907 DMX_0001 
57712.3467 -5.5828459e-04 1.175e-04 57711.7839 57712.9095 DMX_0002 
57744.7726 +7.9377360e-03 2.010e-04 57744.7226 57744.8226 DMX_0003 
57745.7609 +1.1026306e-02 2.984e-04 57745.7109 57745.8109 DMX_0004 
57893.4202 +2.8992592e-04 1.113e-04 57893.3645 57893.4759 DMX_0005 
57921.8565 +2.6135633e-04 9.604e-05 57921.3007 57922.4123 DMX_0006 
57948.7880 +1.5827137e-04 9.546e-05 57948.2271 57949.3489 DMX_0007 
57978.2105 +4.3398265e-05 9.904e-05 57977.1468 57979.2742 DMX_0008 
58015.4760 -2.3439961e-04 8.156e-05 58014.9167 58016.0353 DMX_0009 
58047.3768 -7.2829926e-05 6.831e-05 58046.8513 58047.9023 DMX_0010 
58060.4271 -9.2282527e-05 7.537e-05 58059.8216 58061.0326 DMX_0011 
58094.7205 +1.2318211e-04 1.860e-04 58094.6650 58094.7761 DMX_0012 
58096.8238 +2.0341162e-04 7.636e-05 58096.7682 58096.8794 DMX_0013 
58133.7882 +2.5236885e-04 1.681e-04 58133.7382 58133.8382 DMX_0014 
58142.0676 +2.5706802e-04 8.765e-05 58141.5129 58142.6223 DMX_0015 
58161.2219 +3.4984023e-04 8.703e-05 58160.6661 58161.7777 DMX_0016 
58188.1477 +5.1267539e-04 1.078e-04 58187.5916 58188.7039 DMX_0017 
58217.0672 +5.2264585e-04 1.518e-04 58216.5083 58217.6260 DMX_0018 
58243.4663 +2.4922804e-04 1.039e-04 58243.4109 58243.5216 DMX_0019 
58270.7428 +7.6225309e-05 8.428e-05 58270.2064 58271.2791 DMX_0020 
58301.8355 +1.8842197e-05 1.031e-04 58301.2806 58302.3904 DMX_0021 
58335.6874 -9.9756105e-05 8.843e-05 58335.1376 58336.2371 DMX_0022 
58365.6352 -2.6334343e-04 6.732e-05 58365.0970 58366.1734 DMX_0023 
58397.5344 -3.8427608e-04 7.762e-05 58396.9848 58398.0840 DMX_0024 
58425.4547 -1.9670633e-04 8.612e-05 58424.9094 58425.9999 DMX_0025 
58460.8579 +3.1285073e-04 1.959e-04 58460.8079 58460.9079 DMX_0026 
58461.8569 +1.9624968e-04 9.291e-05 58461.8069 58461.9069 DMX_0027 
58489.8240 -3.0549782e-04 1.920e-04 58489.7740 58489.8740 DMX_0028 
58490.7661 -2.8090921e-04 8.752e-05 58490.7161 58490.8161 DMX_0029 
58517.1915 -5.6082900e-04 7.530e-05 58516.6287 58517.7544 DMX_0030 
58548.1141 -6.4894767e-04 8.876e-05 58547.6023 58548.6259 DMX_0031 
58582.0255 -9.8410191e-04 8.009e-05 58580.4770 58583.5740 DMX_0032 
58608.9518 -9.5809035e-04 8.458e-05 58608.3999 58609.5038 DMX_0033 
58635.8994 -9.7311998e-04 9.368e-05 58635.3686 58636.4302 DMX_0034 
58671.7829 -1.3482868e-03 9.664e-05 58671.2327 58672.3331 DMX_0035 
58699.7050 -1.2998288e-03 1.088e-04 58699.1519 58700.2582 DMX_0036 
58729.6172 -1.6099246e-03 9.525e-05 58729.0682 58730.1661 DMX_0037 
58759.5434 -1.4375142e-03 9.748e-05 58758.9928 58760.0940 DMX_0038 
58787.4650 -1.5528179e-03 9.315e-05 58786.9160 58788.0140 DMX_0039 
58826.8673 -1.2888243e-03 1.095e-04 58826.8173 58826.9173 DMX_0040 
58827.8668 -1.1453774e-03 2.221e-04 58827.8168 58827.9168 DMX_0041 
58848.8036 -5.7852788e-04 2.032e-04 58848.7536 58848.8536 DMX_0042 
58849.8044 -8.1731140e-04 9.490e-05 58849.7544 58849.8544 DMX_0043 
58882.2386 -1.6055897e-03 9.685e-05 58881.6850 58882.7921 DMX_0044 
58911.1300 -1.4838396e-03 9.421e-05 58910.5813 58911.6786 DMX_0045 
58945.0480 -1.4579974e-03 1.165e-04 58944.4900 58945.6061 DMX_0046 
