# Mean DMX value = -8.933246e-05 
# Uncertainty in average DM = 1.66794e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55977.0509 +1.3092220e-02 4.870e-04 55976.5007 55977.6011 DMX_0001 
56002.9930 +1.2926296e-02 4.556e-04 56002.4670 56003.5189 DMX_0002 
56034.8807 +1.3352532e-02 4.343e-04 56034.3275 56035.4338 DMX_0003 
56067.3073 +1.2507322e-02 4.330e-04 56066.2403 56068.3744 DMX_0004 
56094.7267 +1.1649386e-02 4.242e-04 56094.1753 56095.2780 DMX_0005 
56130.1340 +1.2214428e-02 5.164e-04 56130.0840 56130.1840 DMX_0006 
56138.1315 +9.1220884e-03 7.173e-04 56138.0815 56138.1815 DMX_0007 
56151.5289 +1.2225350e-02 4.621e-04 56150.9784 56152.0794 DMX_0008 
56173.9774 +9.7770015e-03 4.535e-04 56172.9256 56175.0292 DMX_0009 
56194.4222 +1.0835426e-02 4.534e-04 56193.8662 56194.9781 DMX_0010 
56213.8721 +1.0604462e-02 4.130e-04 56213.8144 56213.9299 DMX_0011 
56235.3479 +9.4114068e-03 4.386e-04 56234.8462 56235.8496 DMX_0012 
56250.7777 +1.0749019e-02 6.962e-04 56250.7277 56250.8277 DMX_0013 
56270.2037 +8.0054016e-03 4.168e-04 56269.6218 56270.7857 DMX_0014 
56288.6568 +8.7996649e-03 7.111e-04 56288.6068 56288.7068 DMX_0015 
56311.0888 +8.3856986e-03 4.364e-04 56310.5025 56311.6751 DMX_0016 
56332.5709 +6.5619554e-03 6.170e-04 56332.5209 56332.6209 DMX_0017 
56353.4824 +6.2442122e-03 3.927e-04 56352.4390 56354.5259 DMX_0018 
56367.9470 +5.3391499e-03 3.697e-04 56367.3989 56368.4951 DMX_0019 
56389.3827 +5.1105488e-03 3.836e-04 56387.3747 56391.3907 DMX_0020 
56408.8533 +5.5865938e-03 3.949e-04 56407.2355 56410.4710 DMX_0021 
56431.8365 +4.6492389e-03 3.944e-04 56431.2526 56432.4204 DMX_0022 
56451.3078 +4.6722434e-03 5.792e-04 56451.2578 56451.3578 DMX_0023 
56471.6377 +3.2258804e-03 3.678e-04 56471.1122 56472.1631 DMX_0024 
56492.6968 +2.5336664e-03 3.648e-04 56492.1718 56493.2218 DMX_0025 
56522.5800 +3.7468212e-03 3.200e-04 56522.0163 56523.1438 DMX_0026 
56549.9670 +4.3718301e-03 3.056e-04 56548.8859 56551.0482 DMX_0027 
56585.3684 +3.6750335e-03 3.199e-04 56584.8072 56585.9297 DMX_0028 
56606.8527 +4.7994449e-03 5.027e-04 56606.8027 56606.9027 DMX_0029 
56614.8142 +1.6842570e-03 3.380e-04 56614.7590 56614.8694 DMX_0030 
56642.6897 +2.6329506e-03 3.205e-04 56641.6198 56643.7596 DMX_0031 
56676.1394 +2.0596768e-03 3.559e-04 56675.5853 56676.6935 DMX_0032 
56705.5776 +1.7506229e-03 3.994e-04 56703.5024 56707.6528 DMX_0033 
56734.9535 +1.3014011e-03 4.299e-04 56733.4621 56736.4448 DMX_0034 
56762.9059 +3.0859463e-03 4.523e-04 56762.3131 56763.4987 DMX_0035 
56791.3244 +2.3438754e-03 3.635e-04 56790.3003 56792.3485 DMX_0036 
56828.7498 +4.6310539e-03 4.659e-04 56828.2038 56829.2959 DMX_0037 
56850.6413 +6.2725017e-03 4.816e-04 56850.0885 56851.1940 DMX_0038 
56886.0280 +6.0652097e-03 5.115e-04 56885.9780 56886.0780 DMX_0039 
56894.0439 +7.0011259e-03 5.128e-04 56893.9939 56894.0939 DMX_0040 
56922.4660 +6.0270435e-03 4.672e-04 56921.8714 56923.0606 DMX_0041 
56947.3771 +5.8942338e-03 4.430e-04 56945.8592 56948.8950 DMX_0042 
56978.3139 +6.7010073e-03 4.768e-04 56977.7891 56978.8388 DMX_0043 
57012.1777 +7.1639726e-03 4.629e-04 57011.6118 57012.7435 DMX_0044 
57041.1677 +5.6132482e-03 4.575e-04 57040.6141 57041.7213 DMX_0045 
57079.5099 +3.0626502e-03 4.516e-04 57078.4670 57080.5528 DMX_0046 
57101.9541 +3.4402539e-03 4.370e-04 57101.3740 57102.5343 DMX_0047 
57131.8518 +1.8342537e-03 4.142e-04 57131.3005 57132.4032 DMX_0048 
57161.7794 +2.8037639e-03 4.386e-04 57161.2333 57162.3256 DMX_0049 
57193.2197 +1.4914386e-03 4.405e-04 57192.1914 57194.2479 DMX_0050 
57229.0798 +1.4810560e-04 6.939e-04 57229.0298 57229.1298 DMX_0051 
57258.0481 +2.1563568e-03 7.998e-04 57257.9981 57258.0981 DMX_0052 
57286.9946 +1.3372699e-03 4.388e-04 57284.9471 57289.0422 DMX_0053 
57316.3937 +8.3780699e-04 3.857e-04 57315.8423 57316.9450 DMX_0054 
57345.8784 +3.4579882e-04 4.633e-04 57344.8301 57346.9267 DMX_0055 
57376.2532 -2.8663409e-04 4.510e-04 57375.6656 57376.8408 DMX_0056 
57406.1760 -1.3433981e-03 4.489e-04 57405.6154 57406.7365 DMX_0057 
57439.0877 -1.7831196e-03 4.544e-04 57438.5827 57439.5927 DMX_0058 
57468.4970 -2.5518583e-03 7.071e-04 57468.4470 57468.5470 DMX_0059 
57495.8642 -9.0893487e-04 4.198e-04 57495.3156 57496.4128 DMX_0060 
57521.8861 -1.1170350e-03 4.294e-04 57521.3270 57522.4453 DMX_0061 
57563.7247 -2.4079249e-03 4.024e-04 57563.1700 57564.2794 DMX_0062 
57586.1657 -3.3172169e-03 3.984e-04 57586.0639 57586.2675 DMX_0063 
57621.6107 -4.3823698e-03 3.389e-04 57621.0453 57622.1762 DMX_0064 
57650.9984 -3.3299506e-03 4.809e-04 57650.9484 57651.0484 DMX_0065 
57709.3514 -5.1174431e-03 3.286e-04 57708.7693 57709.9335 DMX_0066 
57741.2374 -4.8727490e-03 3.695e-04 57740.6789 57741.7960 DMX_0067 
57767.1596 -4.0440669e-03 3.971e-04 57766.6224 57767.6967 DMX_0068 
57803.5170 -5.2027601e-03 3.607e-04 57803.4618 57803.5721 DMX_0069 
57837.4852 -4.7128297e-03 6.034e-04 57837.4301 57837.5403 DMX_0070 
57860.9207 -4.5943429e-03 4.133e-04 57860.3770 57861.4644 DMX_0071 
57928.2099 -6.5254468e-03 4.626e-04 57928.1599 57928.2599 DMX_0072 
57957.1288 -5.9647870e-03 4.142e-04 57956.0636 57958.1940 DMX_0073 
57986.0832 -6.4310640e-03 4.705e-04 57986.0332 57986.1332 DMX_0074 
58011.0511 -5.9721093e-03 4.791e-04 58011.0011 58011.1011 DMX_0075 
58040.4082 -6.8960905e-03 3.832e-04 58039.8616 58040.9548 DMX_0076 
