# Mean DMX value = -2.508811e-05 
# Uncertainty in average DM = 1.08509e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56354.4959 -1.9998829e-03 1.312e-04 56354.4459 56354.5459 DMX_0001 
56367.9663 -2.1919649e-03 1.240e-04 56367.4179 56368.5147 DMX_0002 
56389.4018 -2.4957388e-03 8.826e-05 56387.3944 56391.4093 DMX_0003 
56408.8727 -2.4857943e-03 8.388e-05 56407.2550 56410.4905 DMX_0004 
56431.8550 -2.4527891e-03 7.905e-05 56431.2710 56432.4390 DMX_0005 
56450.7548 -2.4142304e-03 1.080e-04 56450.1327 56451.3770 DMX_0006 
56471.6571 -2.3695863e-03 8.915e-05 56471.1326 56472.1817 DMX_0007 
56492.7140 -2.4902935e-03 7.945e-05 56492.1883 56493.2398 DMX_0008 
56522.6023 -2.1378660e-03 1.243e-04 56522.0409 56523.1637 DMX_0009 
56549.9986 -1.8238589e-03 7.854e-05 56548.9235 56551.0736 DMX_0010 
56585.3917 -1.1112725e-03 1.067e-04 56584.8321 56585.9512 DMX_0011 
56606.8971 -8.9042966e-04 1.150e-04 56606.8471 56606.9471 DMX_0012 
56614.8645 -9.0826102e-04 1.230e-04 56614.8087 56614.9203 DMX_0013 
56641.7236 -2.2494849e-04 9.616e-05 56641.6681 56641.7791 DMX_0014 
56643.7533 -1.1160697e-04 1.694e-04 56643.6980 56643.8086 DMX_0015 
56676.1719 +4.9889368e-04 8.264e-05 56675.6277 56676.7162 DMX_0016 
56705.6014 +6.0507076e-04 9.426e-05 56703.5255 56707.6772 DMX_0017 
56735.9556 +1.1328431e-03 1.107e-04 56735.4485 56736.4628 DMX_0018 
56762.9466 +1.1998247e-03 8.534e-05 56762.3556 56763.5376 DMX_0019 
56791.3799 +9.3477822e-04 6.059e-05 56790.3469 56792.4129 DMX_0020 
56828.8084 +9.0587208e-04 7.135e-05 56828.2514 56829.3654 DMX_0021 
56850.6878 +7.6288129e-04 7.805e-05 56850.1358 56851.2397 DMX_0022 
56886.0744 +7.4617842e-04 1.044e-04 56886.0244 56886.1244 DMX_0023 
