# Mean DMX value = -2.508811e-05 
# Uncertainty in average DM = 1.08509e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56894.0887 +7.1396387e-04 1.108e-04 56894.0387 56894.1387 DMX_0024 
56922.5108 +8.5021161e-04 8.664e-05 56921.9182 56923.1033 DMX_0025 
56947.4232 +1.2753059e-03 1.144e-04 56945.9065 56948.9400 DMX_0026 
56978.3572 +1.4380702e-03 9.856e-05 56977.8358 56978.8786 DMX_0027 
57012.2276 +2.2999111e-03 7.736e-05 57011.6649 57012.7904 DMX_0028 
57041.2129 +2.0879632e-03 9.545e-05 57040.6604 57041.7653 DMX_0029 
57079.5550 +2.3857581e-03 1.104e-04 57078.5122 57080.5978 DMX_0030 
57102.0049 +2.5620068e-03 1.162e-04 57101.4205 57102.5893 DMX_0031 
57131.8980 +2.3700772e-03 8.362e-05 57131.3473 57132.4488 DMX_0032 
57161.8253 +2.3964055e-03 1.457e-04 57161.2781 57162.3726 DMX_0033 
57192.2797 +2.0787572e-03 1.250e-04 57192.2297 57192.3297 DMX_0034 
57229.1258 +1.8994839e-03 1.123e-04 57229.0758 57229.1758 DMX_0035 
57248.1405 +1.6191015e-03 1.128e-04 57248.0905 57248.1905 DMX_0036 
57272.1135 +1.3031102e-03 1.545e-04 57272.0635 57272.1635 DMX_0037 
57307.4684 +1.1438697e-03 8.945e-05 57306.9077 57308.0291 DMX_0038 
57336.4619 +8.9290720e-04 7.678e-05 57335.9039 57337.0198 DMX_0039 
57368.8780 +1.4476773e-03 1.123e-04 57367.8416 57369.9143 DMX_0040 
57398.2303 +1.5432546e-03 8.176e-05 57397.6787 57398.7818 DMX_0041 
57435.1991 +1.2013516e-03 8.438e-05 57432.6589 57437.7392 DMX_0042 
57460.5922 +1.1365183e-03 7.535e-05 57459.5074 57461.6770 DMX_0043 
57489.0367 +1.0975109e-03 1.060e-04 57488.4721 57489.6013 DMX_0044 
57518.9701 +1.1798230e-03 1.151e-04 57518.4188 57519.5215 DMX_0045 
57550.8861 +9.7062879e-04 8.109e-05 57550.3349 57551.4373 DMX_0046 
57579.7222 +8.9002205e-04 9.587e-05 57579.2143 57580.2301 DMX_0047 
57614.5981 +6.1414104e-04 9.004e-05 57614.0467 57615.1495 DMX_0048 
57647.5341 +5.6838388e-04 9.455e-05 57646.9838 57648.0844 DMX_0049 
57674.5459 +7.8549791e-04 1.023e-04 57673.9945 57675.0973 DMX_0050 
57704.3792 +7.3104151e-04 1.178e-04 57703.8713 57704.8871 DMX_0051 
57734.2949 +5.4996873e-04 1.467e-04 57733.6508 57734.9390 DMX_0052 
57765.2222 +9.0355308e-04 8.938e-05 57764.6720 57765.7724 DMX_0053 
57796.6207 +6.4939254e-04 1.308e-04 57796.4670 57796.7744 DMX_0054 
57835.9737 +7.3873573e-04 9.748e-05 57835.4248 57836.5225 DMX_0055 
57859.4414 +8.5711035e-04 1.062e-04 57859.2867 57859.5961 DMX_0056 
57893.9752 +1.1531278e-03 9.804e-05 57893.4148 57894.5355 DMX_0057 
57921.9011 +6.9358374e-04 1.259e-04 57921.3507 57922.4516 DMX_0058 
57949.3536 +5.9905433e-04 1.049e-04 57949.3036 57949.4036 DMX_0059 
57978.2576 +2.5374558e-04 8.260e-05 57977.1966 57979.3185 DMX_0060 
58015.5333 +1.7647487e-04 1.059e-04 58014.9797 58016.0868 DMX_0061 
58047.4318 +4.8771648e-04 9.267e-05 58046.9115 58047.9521 DMX_0062 
58060.4748 +3.0735981e-04 1.127e-04 58059.8717 58061.0779 DMX_0063 
58095.8231 -2.8604485e-04 8.835e-05 58094.7156 58096.9306 DMX_0064 
58133.8319 -3.9593241e-05 1.384e-04 58133.7819 58133.8819 DMX_0065 
58142.1160 -3.4075226e-04 1.016e-04 58141.5621 58142.6698 DMX_0066 
58161.2714 -2.0522985e-04 7.768e-05 58160.7154 58161.8275 DMX_0067 
58188.1985 -6.0706450e-04 1.098e-04 58187.6423 58188.7546 DMX_0068 
58216.6144 -6.3757253e-04 1.864e-04 58216.5588 58216.6700 DMX_0069 
58244.0283 -6.1187724e-04 1.179e-04 58243.4587 58244.5980 DMX_0070 
58270.7935 -7.4530132e-04 1.578e-04 58270.2573 58271.3297 DMX_0071 
58301.8861 -3.5961681e-04 1.734e-04 58301.3307 58302.4416 DMX_0072 
58335.7505 -1.2996154e-04 9.319e-05 58335.2109 58336.2900 DMX_0073 
58365.6721 +1.7005653e-04 8.738e-05 58365.1205 58366.2237 DMX_0074 
58397.5749 +1.8141868e-04 9.051e-05 58397.0247 58398.1252 DMX_0075 
58425.4945 -2.1725532e-06 2.295e-04 58424.9477 58426.0413 DMX_0076 
58461.3982 +8.8116029e-05 8.827e-05 58460.8484 58461.9480 DMX_0077 
58490.3343 -1.3647516e-04 9.782e-05 58489.8165 58490.8521 DMX_0078 
58517.2324 +1.7746622e-05 1.484e-04 58516.6701 58517.7948 DMX_0079 
58547.1456 -6.2594402e-04 1.855e-04 58545.6479 58548.6433 DMX_0080 
58582.0660 -6.1060786e-04 8.693e-05 58580.5169 58583.6150 DMX_0081 
58608.9925 -7.4065270e-04 1.165e-04 58608.4414 58609.5437 DMX_0082 
58635.9401 -1.2987078e-03 9.429e-05 58635.4099 58636.4703 DMX_0083 
58671.8245 -1.1455729e-03 1.253e-04 58671.2746 58672.3745 DMX_0084 
58699.7445 -1.2521525e-03 8.639e-05 58699.1925 58700.2965 DMX_0085 
58729.6583 -1.8928023e-03 1.454e-04 58729.1088 58730.2077 DMX_0086 
58759.5850 -2.0855375e-03 1.084e-04 58759.0347 58760.1353 DMX_0087 
58787.5045 -2.3724262e-03 1.012e-04 58786.9553 58788.0537 DMX_0088 
58827.4082 -2.3195045e-03 1.080e-04 58826.8584 58827.9580 DMX_0089 
58849.3455 -2.1419623e-03 1.640e-04 58848.7953 58849.8958 DMX_0090 
58882.2861 -2.2841294e-03 1.009e-04 58881.7389 58882.8332 DMX_0091 
58911.1695 -2.4912697e-03 7.708e-05 58910.6207 58911.7183 DMX_0092 
58945.0878 -2.6248019e-03 1.792e-04 58944.5288 58945.6469 DMX_0093 
