# Mean DMX value = +7.218872e-05 
# Uncertainty in average DM = 1.98736e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
55135.8099 +4.5936438e-03 4.303e-04 55135.7487 55135.8711 DMX_0001 
55500.8093 +3.0456682e-03 5.433e-04 55500.7496 55500.8689 DMX_0002 
55638.4269 +2.1251190e-03 3.076e-04 55638.3618 55638.4919 DMX_0003 
55732.1692 +2.0735318e-03 3.678e-04 55732.1039 55732.2346 DMX_0004 
55790.0102 +3.2087075e-03 6.982e-04 55789.9500 55790.0705 DMX_0005 
55818.9323 +4.2599073e-03 1.995e-03 55818.8681 55818.9966 DMX_0006 
55849.8497 +2.9546683e-03 1.717e-04 55849.7860 55849.9135 DMX_0007 
55876.7883 +2.6805079e-03 1.995e-04 55876.7252 55876.8515 DMX_0008 
55935.6214 +2.4121316e-03 1.857e-04 55935.5577 55935.6851 DMX_0009 
55969.5276 +1.4821583e-03 4.879e-04 55969.4676 55969.5876 DMX_0010 
56018.4103 +2.1872260e-03 1.182e-04 56018.3440 56018.4766 DMX_0011 
56058.2853 +2.2611187e-03 1.320e-04 56058.2209 56058.3497 DMX_0012 
56107.1517 +2.4695317e-03 1.937e-04 56107.0890 56107.2144 DMX_0013 
56137.0718 +2.6936016e-03 3.022e-04 56137.0093 56137.1343 DMX_0014 
56167.9899 +2.6021444e-03 1.879e-04 56167.9250 56168.0548 DMX_0015 
56208.8600 +2.4606733e-03 1.812e-04 56208.8065 56208.9134 DMX_0016 
56249.7638 +2.9222929e-03 9.397e-04 56249.7103 56249.8174 DMX_0017 
56255.7489 +2.6425899e-03 1.357e-04 56255.6853 56255.8125 DMX_0018 
56290.6326 +2.1342686e-03 1.175e-04 56290.5672 56290.6980 DMX_0019 
56304.6051 +2.1494593e-03 9.384e-05 56304.5418 56304.6684 DMX_0020 
56326.5474 +2.0878394e-03 1.557e-04 56326.4839 56326.6108 DMX_0021 
56346.4990 +1.9067455e-03 1.110e-04 56346.4366 56346.5615 DMX_0022 
56367.4446 +1.6686188e-03 3.088e-04 56367.3866 56367.5027 DMX_0023 
56384.3911 +1.9499334e-03 2.080e-04 56384.3276 56384.4546 DMX_0024 
56407.3225 +1.8068055e-03 2.520e-04 56407.2697 56407.3752 DMX_0025 
56426.2721 +1.9996609e-03 2.005e-04 56426.2181 56426.3260 DMX_0026 
56467.1680 +2.1948231e-03 1.457e-04 56467.1020 56467.2340 DMX_0027 
