# Mean DMX value = -1.894714e-05 
# Uncertainty in average DM = 5.28419e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56498.1682 +2.5037002e-03 5.687e-05 56498.1101 56498.2264 DMX_0001 
56510.0975 +2.7326808e-03 5.886e-05 56510.0475 56510.1475 DMX_0002 
56669.6518 +2.1469599e-03 5.859e-05 56669.5922 56669.7114 DMX_0003 
56739.4935 +1.9439308e-03 5.339e-05 56739.4348 56739.5522 DMX_0004 
56755.4038 +1.8443252e-03 6.565e-05 56755.3442 56755.4633 DMX_0005 
56844.1850 +1.5707428e-03 4.059e-05 56844.1350 56844.2350 DMX_0006 
56887.0618 +2.2587020e-03 8.643e-05 56887.0026 56887.1211 DMX_0007 
56932.9434 +1.4596684e-03 4.241e-05 56932.8841 56933.0027 DMX_0008 
56949.8827 +1.4163988e-03 5.267e-05 56949.8229 56949.9425 DMX_0009 
56970.8306 +1.5092745e-03 5.233e-05 56970.7711 56970.8902 DMX_0010 
56990.7742 +1.2592767e-03 3.437e-05 56990.7242 56990.8242 DMX_0011 
56997.8186 +1.3320158e-03 4.053e-05 56997.7617 56997.8755 DMX_0012 
57014.6962 +1.3047948e-03 4.041e-05 57014.6366 57014.7558 DMX_0013 
57053.6427 +1.2315182e-03 7.791e-05 57053.5836 57053.7018 DMX_0014 
57069.6121 +1.1865832e-03 9.920e-05 57069.5536 57069.6706 DMX_0015 
57096.5344 +1.1800902e-03 4.758e-05 57096.4755 57096.5933 DMX_0016 
57116.4889 +1.0926103e-03 5.955e-05 57116.4306 57116.5472 DMX_0017 
57137.4128 +9.3688635e-04 7.831e-05 57137.3542 57137.4715 DMX_0018 
57186.2792 +9.8495363e-04 3.803e-05 57186.2209 57186.3375 DMX_0019 
57200.2519 +9.5707896e-04 5.478e-05 57200.1941 57200.3098 DMX_0020 
57223.1783 +9.2000916e-04 6.974e-05 57223.1201 57223.2366 DMX_0021 
57240.1338 +8.9037082e-04 4.429e-05 57240.0757 57240.1918 DMX_0022 
57264.0695 +7.8747060e-04 3.742e-05 57264.0116 57264.1273 DMX_0023 
57305.9618 +6.9675080e-04 4.335e-05 57305.9038 57306.0199 DMX_0024 
57326.8905 +6.8121449e-04 3.663e-05 57326.8325 57326.9485 DMX_0025 
57347.8175 +7.2499324e-04 4.112e-05 57347.7610 57347.8741 DMX_0026 
57375.7576 +6.8379857e-04 4.361e-05 57375.6996 57375.8156 DMX_0027 
57390.7170 +4.6553506e-04 5.252e-05 57390.6586 57390.7755 DMX_0028 
57418.6403 +4.8952196e-04 6.366e-05 57418.5820 57418.6985 DMX_0029 
57503.4082 -4.5145263e-06 3.767e-05 57503.3500 57503.4664 DMX_0030 
57522.3566 -1.2582828e-05 3.215e-05 57522.2981 57522.4152 DMX_0031 
57538.3185 -7.9670332e-05 3.047e-05 57538.2601 57538.3769 DMX_0032 
57565.2426 -1.1414388e-04 4.061e-05 57565.1841 57565.3012 DMX_0033 
57588.1932 -1.4343803e-04 3.560e-05 57588.1349 57588.2514 DMX_0034 
57608.1268 -9.4391067e-05 3.874e-05 57608.0683 57608.1854 DMX_0035 
57627.0977 -1.7846354e-04 4.333e-05 57627.0410 57627.1544 DMX_0036 
57650.0099 -3.3334977e-04 3.803e-05 57649.9517 57650.0682 DMX_0037 
57667.9605 -2.7678971e-04 3.493e-05 57667.9021 57668.0190 DMX_0038 
57668.9911 -3.5073077e-04 4.429e-05 57668.9411 57669.0411 DMX_0039 
57705.8794 -3.5127098e-04 3.674e-05 57705.8219 57705.9369 DMX_0040 
57746.7421 -4.4846536e-04 4.742e-05 57746.6838 57746.8005 DMX_0041 
57768.6899 -4.2155436e-04 4.941e-05 57768.6312 57768.7485 DMX_0042 
57810.5693 -4.4204767e-04 4.352e-05 57810.5127 57810.6259 DMX_0043 
57834.5078 -4.5858996e-04 4.674e-05 57834.4491 57834.5666 DMX_0044 
57850.4712 -5.6348970e-04 3.972e-05 57850.4131 57850.5292 DMX_0045 
57894.3383 -5.3934420e-04 5.573e-05 57894.2800 57894.3966 DMX_0046 
57915.3002 -5.9979936e-04 4.930e-05 57915.2418 57915.3585 DMX_0047 
57958.1795 -7.2694961e-04 3.762e-05 57958.1213 57958.2378 DMX_0048 
57978.1331 -6.8168233e-04 3.389e-05 57978.0748 57978.1914 DMX_0049 
58454.8034 -1.1311523e-03 5.031e-05 58454.7452 58454.8616 DMX_0050 
58475.7463 -1.1473141e-03 5.801e-05 58475.6880 58475.8046 DMX_0051 
58538.5774 -1.2227248e-03 6.497e-05 58538.5188 58538.6360 DMX_0052 
58558.5097 -1.1492550e-03 1.051e-04 58558.4597 58558.5597 DMX_0053 
