# Mean DMX value = +2.360633e-04 
# Uncertainty in average DM = 2.09189e-02 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
53271.3972 -4.6500416e-04 1.522e-04 53267.2866 53275.5078 DMX_0001 
53448.2705 -9.9154416e-04 1.791e-04 53446.1960 53450.3449 DMX_0002 
53535.4614 -9.3396161e-04 1.273e-04 53534.8036 53536.1192 DMX_0003 
53653.1634 -7.6446180e-04 2.040e-04 53651.5149 53654.8119 DMX_0004 
53688.5596 -7.3379537e-04 9.911e-05 53681.5263 53695.5929 DMX_0005 
53737.4185 -7.8502199e-04 1.637e-04 53736.2656 53738.5714 DMX_0006 
53770.3833 -7.6575248e-04 1.890e-04 53769.2868 53771.4797 DMX_0007 
53799.2667 -8.4685120e-04 1.485e-04 53798.1167 53800.4167 DMX_0008 
53838.6595 -1.2807786e-03 2.071e-04 53838.0201 53839.2988 DMX_0009 
53858.5999 -1.3842532e-03 3.650e-04 53857.9544 53859.2455 DMX_0010 
53889.5148 -8.0218014e-04 1.177e-04 53888.8689 53890.1606 DMX_0011 
53918.4310 -6.0912501e-04 1.140e-04 53917.7826 53919.0794 DMX_0012 
53980.7558 -4.3593720e-04 1.534e-04 53979.6089 53981.9027 DMX_0013 
54011.6718 -9.3215545e-04 2.085e-04 54009.5284 54013.8152 DMX_0014 
54036.0866 -7.0166522e-04 1.661e-04 54035.4559 54036.7172 DMX_0015 
54068.5148 -8.0906390e-04 2.983e-04 54064.3754 54072.6543 DMX_0016 
54100.9305 -1.0942442e-03 2.143e-04 54100.2789 54101.5821 DMX_0017 
54156.7740 -9.2013037e-04 1.634e-04 54156.1269 54157.4211 DMX_0018 
54184.6967 -8.6489061e-04 1.627e-04 54184.0484 54185.3450 DMX_0019 
54219.1026 -8.4478822e-04 1.440e-04 54217.9529 54220.2523 DMX_0020 
54374.1818 -2.4377437e-04 3.868e-04 54373.5309 54374.8327 DMX_0021 
54401.1045 -5.5034820e-04 1.684e-04 54400.4566 54401.7524 DMX_0022 
54429.0407 -9.8735794e-04 4.355e-04 54428.3792 54429.7022 DMX_0023 
54463.9349 -7.7022620e-04 1.926e-04 54462.2883 54465.5815 DMX_0024 
