# Mean DMX value = -5.369195e-05 
# Uncertainty in average DM = 1.66011e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
54401.1582 +2.4371292e-04 2.230e-04 54400.5102 54401.8063 DMX_0001 
54429.1267 +1.6228325e-04 2.055e-04 54428.4635 54429.7898 DMX_0002 
54464.0180 -4.1538613e-04 2.131e-04 54462.3715 54465.6645 DMX_0003 
54527.8365 -5.9765721e-05 2.101e-04 54526.1907 54529.4823 DMX_0004 
54552.3157 -5.3568345e-04 1.854e-04 54551.2225 54553.4089 DMX_0005 
54578.6969 -2.1479260e-04 1.954e-04 54576.0415 54581.3523 DMX_0006 
54641.5244 -5.2892273e-04 2.128e-04 54640.8773 54642.1714 DMX_0007 
54673.4355 -1.1110241e-04 2.084e-04 54672.7869 54674.0842 DMX_0008 
54709.3372 -9.2255077e-04 1.973e-04 54707.6913 54710.9832 DMX_0009 
54729.2985 -8.4359854e-04 1.530e-04 54724.7768 54733.8203 DMX_0010 
54852.9443 -1.1573721e-03 2.086e-04 54850.3010 54855.5875 DMX_0011 
54883.8599 -1.3122137e-03 2.016e-04 54882.2140 54885.5058 DMX_0012 
54914.7749 -1.1108815e-03 1.966e-04 54913.1291 54916.4207 DMX_0013 
54945.1416 -1.4432785e-03 1.650e-04 54942.0498 54948.2334 DMX_0014 
54975.6083 -1.4392281e-03 1.961e-04 54972.9651 54978.2515 DMX_0015 
55004.5292 -1.5260247e-03 1.961e-04 55003.8806 55005.1778 DMX_0016 
55030.4582 -1.4715323e-03 1.932e-04 55029.8097 55031.1068 DMX_0017 
55069.3517 -1.6839323e-03 1.931e-04 55065.7112 55072.9922 DMX_0018 
55097.7896 -1.6668592e-03 1.581e-04 55094.6476 55100.9317 DMX_0019 
55120.7270 -1.5556083e-03 1.612e-04 55118.5825 55122.8715 DMX_0020 
55215.4709 -1.9674161e-03 1.729e-04 55214.3268 55216.6149 DMX_0021 
55244.3869 -2.0342626e-03 1.553e-04 55243.2409 55245.5330 DMX_0022 
55276.8000 -1.3940632e-03 8.083e-05 55275.2485 55278.3516 DMX_0023 
55338.6309 -1.5974210e-03 7.027e-05 55337.0795 55340.1823 DMX_0024 
