# Mean DMX value = +1.522627e-04 
# Uncertainty in average DM = 4.39601e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
54998.2908 +6.9930538e-03 2.459e-03 54998.2342 54998.3474 DMX_0001 
55105.9956 +6.7480979e-03 1.916e-03 55105.9390 55106.0523 DMX_0002 
55493.9501 +1.5183746e-03 1.806e-03 55493.8939 55494.0063 DMX_0003 
55639.5377 +3.0122706e-03 1.327e-03 55639.4810 55639.5943 DMX_0004 
55732.2594 +3.1874207e-03 1.095e-03 55732.1997 55732.3192 DMX_0005 
55760.2312 +2.2896510e-03 9.078e-05 55760.1737 55760.2887 DMX_0006 
55819.0576 +3.0514958e-03 9.542e-05 55818.9982 55819.1170 DMX_0007 
55849.9745 +3.2674032e-03 9.421e-05 55849.9162 55850.0329 DMX_0008 
55876.9068 +2.9983852e-03 1.016e-04 55876.8464 55876.9672 DMX_0009 
55911.8061 +2.8852337e-03 9.788e-05 55911.7473 55911.8648 DMX_0010 
55935.7422 +2.5676661e-03 9.885e-05 55935.6826 55935.8018 DMX_0011 
56018.5289 +2.0122053e-03 1.098e-04 56018.4733 56018.5846 DMX_0012 
56058.4262 +1.9550762e-03 7.084e-04 56058.3762 56058.4762 DMX_0013 
56107.2881 +2.3132758e-03 6.200e-04 56107.2381 56107.3381 DMX_0014 
56137.2015 +1.3534467e-03 5.692e-04 56137.1515 56137.2515 DMX_0015 
56168.1211 +6.5156950e-04 5.235e-04 56168.0711 56168.1711 DMX_0016 
56290.7691 +8.9658108e-04 3.223e-04 56290.7113 56290.8269 DMX_0017 
56304.7262 +8.2802750e-04 3.428e-04 56304.6678 56304.7846 DMX_0018 
56326.6715 +1.2329862e-03 2.981e-04 56326.6120 56326.7311 DMX_0019 
56346.6163 +9.2155402e-04 2.870e-04 56346.5569 56346.6757 DMX_0020 
56367.5606 +7.4003006e-04 2.759e-04 56367.4973 56367.6240 DMX_0021 
56384.5104 +5.0212128e-04 2.593e-04 56384.4512 56384.5697 DMX_0022 
56407.4577 +2.2376860e-05 2.614e-04 56407.3996 56407.5157 DMX_0023 
56426.3953 +3.6893956e-04 2.783e-04 56426.3364 56426.4542 DMX_0024 
56447.3333 +3.0875083e-04 2.725e-04 56447.2727 56447.3939 DMX_0025 
56467.2978 +6.6854640e-04 3.186e-04 56467.2417 56467.3539 DMX_0026 
56549.0496 +4.9949773e-04 2.938e-04 56548.9914 56549.1079 DMX_0027 
56569.9949 +2.0319627e-04 2.765e-04 56569.9366 56570.0531 DMX_0028 
56591.9406 +1.0918605e-03 3.909e-04 56591.8906 56591.9906 DMX_0029 
56627.8514 +9.8572846e-04 2.940e-04 56627.7927 56627.9100 DMX_0030 
56647.7858 +9.1456678e-04 2.826e-04 56647.7271 56647.8445 DMX_0031 
56661.7615 +4.1991685e-04 3.536e-04 56661.7115 56661.8115 DMX_0032 
56846.2526 +5.8840433e-04 3.134e-04 56846.1932 56846.3120 DMX_0033 
56883.1491 +1.6086367e-04 3.335e-04 56883.0895 56883.2088 DMX_0034 
56932.0253 +1.1618981e-03 3.657e-04 56931.9753 56932.0753 DMX_0035 
56951.9708 +1.1736409e-03 3.592e-04 56951.9208 56952.0208 DMX_0036 
56972.8996 -2.3110722e-04 2.593e-04 56972.8399 56972.9593 DMX_0037 
56992.8471 +6.3176060e-04 2.560e-04 56992.7885 56992.9058 DMX_0038 
57015.7984 +8.1183863e-04 3.117e-04 57015.7421 57015.8547 DMX_0039 
57054.6782 +1.3597223e-03 8.429e-04 57054.6282 57054.7282 DMX_0040 
57075.6346 +5.3686592e-04 3.373e-04 57075.5777 57075.6915 DMX_0041 
57095.5731 +6.7391659e-04 2.666e-04 57095.5153 57095.6308 DMX_0042 
57117.5242 +9.9706637e-04 3.042e-04 57117.4711 57117.5773 DMX_0043 
57138.4594 +9.1848566e-04 2.819e-04 57138.4015 57138.5174 DMX_0044 
57185.3263 +9.0188223e-04 2.947e-04 57185.2685 57185.3840 DMX_0045 
57201.2826 +1.0432961e-03 3.135e-04 57201.2248 57201.3405 DMX_0046 
57265.1063 +4.8559389e-04 3.190e-04 57265.0485 57265.1641 DMX_0047 
57327.9447 +1.0651438e-03 4.894e-04 57327.8947 57327.9947 DMX_0048 
57348.8776 +8.5958019e-04 3.163e-04 57348.8200 57348.9352 DMX_0049 
57376.8149 +7.2178191e-04 4.202e-04 57376.7590 57376.8708 DMX_0050 
57410.7105 +1.5914160e-03 3.167e-04 57410.6524 57410.7687 DMX_0051 
57433.6482 +1.5303918e-03 3.112e-04 57433.5902 57433.7062 DMX_0052 
57508.4459 +4.5652073e-04 4.522e-04 57508.3959 57508.4959 DMX_0053 
57536.3769 +8.2444236e-04 3.099e-04 57536.3188 57536.4350 DMX_0054 
57557.2991 +5.5521714e-04 2.778e-04 57557.2405 57557.3576 DMX_0055 
57579.2424 +4.3932634e-04 2.723e-04 57579.1840 57579.3007 DMX_0056 
57594.2192 +6.1966322e-04 3.107e-04 57594.1634 57594.2751 DMX_0057 
57622.1324 -5.2018489e-05 2.651e-04 57622.0744 57622.1903 DMX_0058 
57640.0723 +3.2200374e-05 2.641e-04 57640.0141 57640.1305 DMX_0059 
57666.9997 -4.5437400e-04 2.820e-04 57666.9414 57667.0580 DMX_0060 
57686.9460 -7.0409565e-04 2.787e-04 57686.8878 57687.0041 DMX_0061 
57710.8787 -1.1093009e-03 2.678e-04 57710.8204 57710.9371 DMX_0062 
57733.8156 -8.0931197e-04 2.637e-04 57733.7576 57733.8737 DMX_0063 
57752.7748 -1.5170693e-03 2.527e-04 57752.7172 57752.8325 DMX_0064 
57775.7008 -1.2434663e-03 2.418e-04 57775.6427 57775.7589 DMX_0065 
57789.6618 -1.0334227e-03 2.430e-04 57789.6044 57789.7193 DMX_0066 
57804.6243 -1.0554946e-03 2.602e-04 57804.5662 57804.6825 DMX_0067 
57823.5728 -1.4025185e-03 2.623e-04 57823.5147 57823.6309 DMX_0068 
57844.5230 -1.5215927e-03 2.840e-04 57844.4659 57844.5802 DMX_0069 
57865.4649 -1.9554502e-03 3.155e-04 57865.4069 57865.5229 DMX_0070 
57873.4339 -1.4495211e-03 3.013e-04 57873.3756 57873.4921 DMX_0071 
57885.4003 -1.7591275e-03 2.933e-04 57885.3423 57885.4583 DMX_0072 
57907.3433 -1.3619062e-03 2.818e-04 57907.2852 57907.4013 DMX_0073 
57949.2402 -1.9391552e-03 3.192e-04 57949.1829 57949.2976 DMX_0074 
57970.1633 -2.5042050e-03 4.016e-04 57970.1133 57970.2133 DMX_0075 
58463.8082 -7.5540351e-04 3.678e-04 58463.7507 58463.8657 DMX_0076 
58508.6853 -2.3701329e-04 3.361e-04 58508.6283 58508.7422 DMX_0077 
58528.6362 -4.9829231e-04 3.160e-04 58528.5789 58528.6935 DMX_0078 
58565.5462 -8.6521745e-04 3.358e-04 58565.4889 58565.6035 DMX_0079 
58586.4675 -1.3106378e-03 2.981e-04 58586.4107 58586.5243 DMX_0080 
58608.4361 -9.5433235e-04 4.579e-04 58608.3861 58608.4861 DMX_0081 
58628.3523 -9.1284344e-04 3.121e-04 58628.2959 58628.4086 DMX_0082 
58650.3037 -1.0901738e-03 2.806e-04 58650.2464 58650.3611 DMX_0083 
58661.2814 -1.7499459e-03 2.647e-04 58661.2238 58661.3390 DMX_0084 
58675.2320 -1.9055665e-03 2.853e-04 58675.1748 58675.2891 DMX_0085 
58713.1365 -1.5622787e-03 3.163e-04 58713.0793 58713.1937 DMX_0086 
58739.0543 -2.1146302e-03 3.084e-04 58738.9972 58739.1114 DMX_0087 
58755.0166 -2.1549799e-03 3.239e-04 58754.9593 58755.0739 DMX_0088 
58777.9483 -2.6882827e-03 3.111e-04 58777.8906 58778.0059 DMX_0089 
58818.8407 -2.2033477e-03 3.127e-04 58818.7833 58818.8980 DMX_0090 
58838.7812 -3.5400895e-03 3.329e-04 58838.7239 58838.8386 DMX_0091 
58936.5388 -4.3055580e-03 3.758e-04 58936.4842 58936.5935 DMX_0092 
58957.4792 -4.1541273e-03 3.164e-04 58957.4209 58957.5376 DMX_0093 
58978.3981 -3.9663451e-03 3.855e-04 58978.3413 58978.4550 DMX_0094 
58999.3672 -4.5399437e-03 3.333e-04 58999.3094 58999.4250 DMX_0095 
59026.2846 -4.4700639e-03 3.152e-04 59026.2260 59026.3432 DMX_0096 
59043.2443 -4.9256056e-03 3.154e-04 59043.1857 59043.3029 DMX_0097 
59065.1893 -4.5424094e-03 3.497e-04 59065.1308 59065.2479 DMX_0098 
