# Mean DMX value = +5.112730e-06 
# Uncertainty in average DM = 7.64171e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
57682.8799 -8.4707071e-04 7.043e-05 57682.8299 57682.9299 DMX_0001 
57712.2864 -1.0493630e-03 6.123e-05 57711.7212 57712.8517 DMX_0002 
57744.7096 -5.8230731e-04 1.687e-04 57744.6596 57744.7596 DMX_0003 
57745.6983 -4.2393371e-04 6.483e-05 57745.6483 57745.7483 DMX_0004 
57893.7705 -1.0473377e-03 7.245e-05 57893.2123 57894.3287 DMX_0005 
57921.7161 -7.1009782e-04 6.662e-05 57921.1736 57922.2585 DMX_0006 
57948.6375 -8.0754634e-04 6.151e-05 57948.0767 57949.1983 DMX_0007 
57978.5583 -7.5806539e-04 7.716e-05 57978.0029 57979.1138 DMX_0008 
58009.5744 -5.5330436e-04 1.520e-04 58009.0448 58010.1040 DMX_0009 
58039.4342 -6.9030603e-04 7.510e-05 58038.9515 58039.9170 DMX_0010 
58070.3671 -5.9863487e-04 5.486e-05 58069.7656 58070.9686 DMX_0011 
58099.6937 +1.7583709e-03 2.649e-04 58099.6379 58099.7495 DMX_0012 
58100.7031 +8.0265627e-03 6.767e-05 58100.6531 58100.7531 DMX_0013 
58138.1727 -6.1160432e-04 4.209e-05 58137.6594 58138.6861 DMX_0014 
58161.0697 -6.2419748e-04 4.968e-05 58160.5143 58161.6251 DMX_0015 
58188.0035 -5.8082839e-04 8.791e-05 58187.4410 58188.5659 DMX_0016 
58211.9083 -6.6986101e-04 7.274e-05 58211.3576 58212.4589 DMX_0017 
58244.8458 -6.1236132e-04 5.785e-05 58244.2954 58245.3963 DMX_0018 
58267.8164 -7.1638244e-04 4.487e-05 58267.3133 58268.3195 DMX_0019 
58301.6834 -6.6487152e-04 4.701e-05 58301.1284 58302.2384 DMX_0020 
58335.5555 -6.8827029e-04 6.089e-05 58335.0089 58336.1022 DMX_0021 
58365.4791 -7.4104071e-04 5.861e-05 58364.9373 58366.0209 DMX_0022 
58397.3715 -3.6047352e-04 4.982e-05 58396.8157 58397.9272 DMX_0023 
58425.2849 -4.5367691e-04 4.294e-05 58424.7400 58425.8298 DMX_0024 
58460.6871 +6.2074221e-04 1.345e-04 58460.6371 58460.7371 DMX_0025 
58461.6854 +9.1317038e-04 6.294e-05 58461.6354 58461.7354 DMX_0026 
58490.1355 -1.7385049e-04 4.186e-05 58489.6196 58490.6515 DMX_0027 
58518.0720 -1.9867897e-04 4.475e-05 58517.4785 58518.6655 DMX_0028 
58544.4564 -3.2406877e-04 7.106e-05 58544.4064 58544.5064 DMX_0029 
58581.8545 -2.1695507e-04 8.684e-05 58580.3027 58583.4062 DMX_0030 
58607.2902 -2.5639332e-04 5.798e-05 58607.2402 58607.3402 DMX_0031 
58636.7656 -1.0682947e-04 7.462e-05 58636.1601 58637.3712 DMX_0032 
58671.6175 -8.9286414e-05 5.728e-05 58671.0712 58672.1637 DMX_0033 
58699.5340 -1.5119876e-04 6.675e-05 58698.9852 58700.0827 DMX_0034 
58729.4488 +1.0439703e-04 1.189e-04 58728.8993 58729.9984 DMX_0035 
58759.3734 +9.0266744e-05 6.271e-05 58758.8229 58759.9239 DMX_0036 
58786.7901 +1.2336721e-04 1.521e-04 58786.7401 58786.8401 DMX_0037 
58826.6962 +1.0126342e-03 5.915e-05 58826.6462 58826.7462 DMX_0038 
58827.7023 +1.1100114e-03 2.434e-04 58827.6523 58827.7523 DMX_0039 
58848.6344 +8.0755705e-04 1.951e-04 58848.5844 58848.6844 DMX_0040 
58849.6363 +5.4857685e-04 9.978e-05 58849.5863 58849.6863 DMX_0041 
58882.0722 +4.0112551e-04 6.621e-05 58881.5216 58882.6228 DMX_0042 
58906.4997 +4.8474592e-04 6.993e-05 58905.4591 58907.5403 DMX_0043 
58939.9151 +3.0726833e-04 8.532e-05 58939.3667 58940.4634 DMX_0044 
