# Mean DMX value = -6.922172e-06 
# Uncertainty in average DM = 5.22779e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56510.1986 +3.2761994e-04 4.083e-04 56510.1486 56510.2486 DMX_0001 
56668.7739 +6.5348356e-04 6.647e-05 56668.7147 56668.8330 DMX_0002 
56737.5877 +6.4228128e-04 7.131e-05 56737.5299 56737.6454 DMX_0003 
56754.5305 +4.0242280e-04 1.250e-04 56754.4709 56754.5900 DMX_0004 
56843.2877 +4.5765046e-04 1.951e-04 56843.2284 56843.3470 DMX_0005 
56868.2343 +9.3694701e-04 4.883e-04 56868.1843 56868.2843 DMX_0006 
56874.1494 +8.0151887e-04 6.531e-05 56874.0903 56874.2084 DMX_0007 
56886.1783 +1.0235299e-03 7.853e-05 56886.1188 56886.2378 DMX_0008 
56934.0462 +8.9555252e-04 6.463e-05 56933.9866 56934.1057 DMX_0009 
56949.0121 +7.6375983e-04 6.364e-05 56948.9526 56949.0717 DMX_0010 
56969.9447 +8.5987118e-04 6.678e-05 56969.8852 56970.0042 DMX_0011 
56991.8831 +1.0395396e-03 6.550e-05 56991.8236 56991.9425 DMX_0012 
57019.8072 +7.1810231e-04 6.373e-05 57019.7477 57019.8666 DMX_0013 
57033.7737 +6.8657559e-04 6.350e-05 57033.7139 57033.8335 DMX_0014 
57040.7549 +6.9349575e-05 6.634e-04 57040.7049 57040.8049 DMX_0015 
57106.5740 +7.5581221e-04 6.812e-05 57106.5161 57106.6318 DMX_0016 
57124.5059 +5.7638139e-04 6.525e-05 57124.4472 57124.5645 DMX_0017 
57144.4512 +6.1430986e-04 6.483e-05 57144.3926 57144.5099 DMX_0018 
57187.3419 +4.7517794e-04 6.466e-05 57187.2835 57187.4003 DMX_0019 
57208.2767 +4.1361522e-04 6.375e-05 57208.2182 57208.3351 DMX_0020 
57250.1779 +3.5285548e-04 2.031e-04 57250.1279 57250.2279 DMX_0021 
57293.0446 +4.0145176e-04 6.460e-05 57292.9863 57293.1029 DMX_0022 
57317.9859 -1.7675894e-04 2.192e-04 57317.9308 57318.0410 DMX_0023 
57334.9360 +4.4684068e-04 6.578e-05 57334.8707 57335.0013 DMX_0024 
57355.8713 +3.5235642e-04 6.570e-05 57355.8119 57355.9308 DMX_0025 
57389.7855 +2.1434838e-04 6.958e-05 57389.7270 57389.8440 DMX_0026 
57417.7143 +1.5079075e-04 6.541e-05 57417.6558 57417.7728 DMX_0027 
57502.4862 +5.7027047e-05 6.737e-05 57502.4275 57502.5448 DMX_0028 
57523.4208 +1.4165391e-05 6.534e-05 57523.3620 57523.4797 DMX_0029 
57537.3960 +2.2679558e-04 6.451e-05 57537.3375 57537.4546 DMX_0030 
57564.3106 +6.0387709e-06 6.375e-05 57564.2524 57564.3689 DMX_0031 
57587.2449 -1.1003005e-04 6.378e-05 57587.1862 57587.3036 DMX_0032 
57607.1906 +1.5382573e-04 6.454e-05 57607.1319 57607.2492 DMX_0033 
57628.1308 +2.2836266e-04 6.513e-05 57628.0736 57628.1881 DMX_0034 
57649.0870 -9.0690556e-04 3.445e-04 57649.0370 57649.1370 DMX_0035 
57700.9325 +9.6377935e-05 6.631e-05 57700.8735 57700.9915 DMX_0036 
57717.8865 +1.1676052e-04 6.657e-05 57717.8277 57717.9453 DMX_0037 
57738.8287 +2.2209662e-04 6.777e-05 57738.7686 57738.8888 DMX_0038 
57767.7500 +2.0528677e-04 7.019e-05 57767.6911 57767.8088 DMX_0039 
57788.7050 +9.2655594e-05 7.327e-05 57788.6367 57788.7733 DMX_0040 
57809.6497 -1.1513065e-04 6.830e-05 57809.5896 57809.7098 DMX_0041 
57824.5992 -1.4940516e-04 6.703e-05 57824.5407 57824.6577 DMX_0042 
57852.5219 -1.6849686e-04 6.737e-05 57852.4637 57852.5802 DMX_0043 
57872.4757 -2.8954908e-04 6.445e-05 57872.4171 57872.5343 DMX_0044 
57893.4060 -2.7639341e-04 6.534e-05 57893.3473 57893.4647 DMX_0045 
57914.3485 -2.6931011e-04 6.416e-05 57914.2897 57914.4074 DMX_0046 
57936.2896 -2.4074286e-04 6.432e-05 57936.2312 57936.3480 DMX_0047 
57957.2338 -8.9535641e-05 6.615e-05 57957.1752 57957.2924 DMX_0048 
58467.8358 -5.9585446e-05 6.756e-05 58467.7781 58467.8935 DMX_0049 
58509.6982 -2.7064126e-04 7.925e-05 58509.6404 58509.7560 DMX_0050 
58525.6727 -3.0974989e-04 6.905e-05 58525.6152 58525.7301 DMX_0051 
58545.6055 -4.8351903e-04 8.768e-05 58545.5479 58545.6631 DMX_0052 
58566.5432 -2.6437451e-04 7.077e-05 58566.4855 58566.6009 DMX_0053 
58587.4871 -4.4096580e-04 2.320e-04 58587.4291 58587.5451 DMX_0054 
58610.4307 -1.0088756e-03 3.044e-04 58610.3807 58610.4807 DMX_0055 
58629.3693 -4.2197057e-04 7.679e-05 58629.3121 58629.4264 DMX_0056 
58651.3111 -5.5434940e-04 7.252e-05 58651.2535 58651.3688 DMX_0057 
58671.2569 -3.5571348e-04 7.381e-05 58671.1991 58671.3147 DMX_0058 
58692.2049 -4.6518618e-04 7.384e-05 58692.1475 58692.2623 DMX_0059 
58714.1391 -6.9638504e-04 7.104e-05 58714.0810 58714.1971 DMX_0060 
58735.0818 -6.9038141e-04 7.474e-05 58735.0240 58735.1396 DMX_0061 
58756.0396 -6.5953907e-04 6.895e-05 58755.9815 58756.0978 DMX_0062 
58817.8554 -1.1250135e-03 7.124e-05 58817.7975 58817.9134 DMX_0063 
58908.6208 -9.6020286e-04 3.018e-04 58908.5581 58908.6834 DMX_0064 
58950.5087 -1.0637514e-03 6.566e-05 58950.4512 58950.5662 DMX_0065 
58973.4320 -1.1649807e-03 7.161e-05 58973.3740 58973.4899 DMX_0066 
59040.2614 -1.3812314e-03 6.616e-05 59040.2036 59040.3193 DMX_0067 
59056.2027 -1.2828623e-03 6.813e-05 59056.1448 59056.2606 DMX_0068 
