# Mean DMX value = -1.266298e-05 
# Uncertainty in average DM = 2.86081e-04 
# Columns: DMXEP DMX_value DMX_var_err DMXR1 DMXR2 DMX_bin 
56668.8150 +6.4984608e-04 3.423e-05 56668.7553 56668.8746 DMX_0001 
56737.6246 +8.5284497e-04 3.790e-05 56737.5648 56737.6844 DMX_0002 
56754.5721 +6.4939412e-04 1.731e-04 56754.5125 56754.6316 DMX_0003 
56843.3329 +5.3449296e-04 5.100e-05 56843.2727 56843.3931 DMX_0004 
56868.2681 +4.6203596e-04 5.959e-05 56868.2074 56868.3288 DMX_0005 
56874.2291 +4.8525396e-04 1.073e-04 56874.1704 56874.2877 DMX_0006 
56934.0888 +3.6557374e-04 5.200e-05 56934.0284 56934.1493 DMX_0007 
56949.0549 +2.1038443e-04 4.374e-05 56948.9946 56949.1151 DMX_0008 
56969.9879 +2.0860984e-04 7.134e-05 56969.9273 56970.0485 DMX_0009 
56991.9262 +3.0954431e-04 4.881e-05 56991.8656 56991.9869 DMX_0010 
57019.8502 +2.7851781e-04 4.356e-05 57019.7897 57019.9107 DMX_0011 
57033.8169 +3.3875862e-04 5.676e-05 57033.7563 57033.8775 DMX_0012 
57040.7761 +6.6130218e-04 1.506e-03 57040.7261 57040.8261 DMX_0013 
57106.6110 +4.7401726e-04 7.255e-05 57106.5524 57106.6696 DMX_0014 
57124.5448 +2.9745157e-04 4.711e-05 57124.4858 57124.6037 DMX_0015 
57144.4908 +2.6059659e-04 6.227e-05 57144.4313 57144.5503 DMX_0016 
57187.3810 +1.7337481e-04 6.139e-05 57187.3215 57187.4406 DMX_0017 
57208.3156 +1.3729167e-04 6.142e-05 57208.2565 57208.3747 DMX_0018 
57250.2070 +2.1651946e-05 1.075e-04 57250.1491 57250.2649 DMX_0019 
57293.0841 +1.7862546e-04 4.554e-05 57293.0244 57293.1437 DMX_0020 
57318.0237 +1.9068729e-04 4.982e-05 57317.9617 57318.0856 DMX_0021 
57334.9775 +3.0085316e-04 1.280e-04 57334.9154 57335.0395 DMX_0022 
57355.9117 +3.2538426e-04 7.773e-05 57355.8523 57355.9712 DMX_0023 
57384.8395 +3.4870051e-04 4.651e-05 57384.7801 57384.8988 DMX_0024 
57389.8389 +2.6402909e-04 3.842e-05 57389.7642 57389.9136 DMX_0025 
57417.7523 +3.4286017e-04 5.134e-05 57417.6936 57417.8111 DMX_0026 
57502.5249 +2.7180685e-04 4.116e-05 57502.4656 57502.5842 DMX_0027 
57523.4595 +3.5117364e-04 5.550e-05 57523.4006 57523.5184 DMX_0028 
57537.4342 +2.4255565e-04 5.426e-05 57537.3753 57537.4932 DMX_0029 
57564.3485 +2.2525441e-04 3.693e-05 57564.2900 57564.4070 DMX_0030 
57587.2834 +1.7917658e-04 1.012e-04 57587.2248 57587.3420 DMX_0031 
57607.2290 +3.4476629e-04 9.062e-05 57607.1702 57607.2879 DMX_0032 
57628.1588 +1.2496121e-04 6.805e-05 57628.1040 57628.2136 DMX_0033 
57649.1079 +2.9989755e-04 5.563e-05 57649.0579 57649.1579 DMX_0034 
57700.9715 +1.8267742e-04 5.542e-05 57700.9125 57701.0305 DMX_0035 
